0ExplainedVariance,MeanKL,0NumTrajs,0AverageReturn,1AveragePolicyStd,1ExplainedVariance,1Perplexity,0Perplexity,LossAfter,1ProcessExecTime,0PolicyExecTime,1StdReturn,1MinReturn,1PolicyExecTime,0Entropy,1NumTrajs,0StdReturn,ComputeUpdatedDistTime,1AverageReturn,0MinReturn,0AveragePolicyStd,1Entropy,MeanKLBefore,1EnvExecTime,LossBefore,0MaxReturn,0ProcessExecTime,ItrTime,Time,0EnvExecTime,1MaxReturn,dLoss
0.00694642683707,0.0065016085282,1200,23.5,1.00208,0.0152582119779,17.15,17.0795,-0.00183649337851,1.389953851699829,46.701759815216064,260.161795278,0.0,70.86759877204895,2.83788,1200,233.83986686,0.9012057781219482,28.4166666667,0.0,1.0,2.842,-1.57160529035e-09,38.46242117881775,-1.38243194669e-09,4200.0,1.4213707447052002,205.21738386154175,205.21738123893738,38.423742055892944,3500.0,0.00183649199607
0.0144570428801,0.00712427170947,1200,20.8333333333,1.00554,0.0116284940479,17.269,17.2399,-0.00175763806328,1.4084274768829346,47.08540201187134,192.49819624,0.0,71.67672753334045,2.84723,1200,195.744660776,0.11027336120605469,23.3333333333,0.0,1.00469,2.84891,3.55066842594e-09,38.63263010978699,3.49245965481e-10,3000.0,1.4585950374603271,205.04426217079163,412.57968616485596,38.32703351974487,2300.0,0.00175763841253
0.0226101281173,0.00693520298228,1200,20.8333333333,0.999164,0.00962143224224,17.0507,17.0543,-0.00144413998351,1.585921287536621,51.87507104873657,166.015059558,0.0,91.01670289039612,2.8364,1200,183.210185913,0.11823773384094238,17.0,0.0,0.999268,2.83619,3.14321759731e-08,43.16486835479736,1.16415321827e-10,3200.0,1.5195064544677734,236.43149757385254,651.433753490448,40.07809662818909,2900.0,0.00144414009992
0.0191000103239,0.00668001454324,1200,24.5,0.995631,0.0154439767463,16.9304,16.9383,-0.00140605075285,1.7062757015228271,73.82180166244507,242.123935207,0.0,110.39527797698975,2.82957,1200,229.09186658,0.12668585777282715,24.0,0.0,0.995862,2.82911,1.33004665059e-08,45.83759379386902,1.16415321827e-10,3800.0,1.6755356788635254,285.8684208393097,939.8759281635284,44.0946991443634,4200.0,0.00140605086926
0.0162666321049,0.00846102368087,1200,16.0833333333,1.00518,0.0128545287949,17.2568,17.2759,-0.00228728726506,1.6821377277374268,77.58088278770447,191.602869817,0.0,110.52681231498718,2.84931,1200,195.404690465,0.1274552345275879,19.9166666667,0.0,1.00574,2.84821,-5.82093748203e-11,44.85762405395508,-3.49245965481e-10,4200.0,1.7160379886627197,289.4874212741852,1232.1368355751038,44.54725384712219,2800.0,0.00228728691582
0.0112426294603,0.00656351679936,1200,33.4166666667,1.01767,0.0175878153353,17.6881,17.6892,-0.00172432430554,1.8668651580810547,81.8062515258789,267.317837768,0.0,128.03800678253174,2.87295,1200,300.1249624,0.12356877326965332,31.0833333333,0.0,1.0177,2.87289,4.65660426885e-10,50.225746393203735,8.44011083245e-10,4800.0,1.8271000385284424,318.14898204803467,1553.3198540210724,46.538907527923584,4100.0,0.00172432514955
0.0166102080712,0.00797818042338,1200,30.25,1.01343,0.0170353313781,17.5409,17.6259,-0.00213726027869,2.3544981479644775,80.32658791542053,237.174323488,0.0,143.18410181999207,2.86937,1200,241.819362679,0.14947056770324707,26.5833333333,0.0,1.01587,2.86453,6.05359318229e-09,61.035232067108154,4.07453626394e-10,3600.0,1.9892535209655762,349.20548272132874,1905.4341366291046,51.15199589729309,4300.0,0.00213726068614
0.0164518724425,0.00896957609802,1200,24.5,1.012,0.0274236476082,17.4898,17.4146,-0.00215266132727,2.2698705196380615,89.799813747406,202.947020317,0.0,135.88331604003906,2.85731,1200,216.755814993,0.22626280784606934,20.9166666667,0.0,1.00983,2.86162,4.07453570883e-10,58.33287024497986,0.0,3900.0,2.3682093620300293,358.3820114135742,2267.690526008606,60.27460241317749,3600.0,0.00215266132727
0.0113963479294,0.00641022576019,1200,33.1666666667,1.01386,0.0144167440078,17.5391,17.4642,-0.00176090979949,2.0596044063568115,76.44344973564148,202.483949981,0.0,136.54932355880737,2.86015,1200,269.845583416,0.16088199615478516,24.5,0.0,1.01168,2.86443,-1.86264159652e-09,54.74729871749878,-1.7462298274e-10,4700.0,2.122952461242676,336.1131942272186,2607.2046313285828,53.23258900642395,2500.0,0.00176090962486
0.0181070232025,0.0073754824698,1200,25.4166666667,1.01445,0.0182173010641,17.5508,17.5479,-0.00180398568045,2.35007905960083,80.16975450515747,238.937695273,0.0,146.70150780677795,2.86493,1200,225.193975028,0.1257948875427246,24.3333333333,0.0,1.01432,2.8651,-6.98491398055e-09,61.71159100532532,1.46974343807e-09,3700.0,2.1342921257019043,357.23668789863586,2967.9652552604675,55.268742084503174,4400.0,0.0018039871502
0.0120740570204,0.00642164517194,1200,34.3333333333,0.996903,0.00921130770648,16.9487,17.0101,-0.00209382362664,2.175642728805542,83.09153056144714,129.893118456,0.0,139.79172325134277,2.83381,1200,286.014956874,0.16516828536987305,13.3333333333,0.0,0.99872,2.83019,4.19094270399e-09,57.57791495323181,1.33877620101e-09,4200.0,2.2774498462677,350.52219462394714,3321.674012899399,56.05556559562683,2400.0,0.00209382496541
0.0239191761469,0.00934828910977,1200,23.75,0.991185,0.0126100676404,16.7732,16.7701,-0.00409176945686,2.5465188026428223,86.94110536575317,350.01665635,0.0,155.42874908447266,2.8196,1200,230.023775945,0.15053915977478027,42.5833333333,0.0,0.991079,2.81978,2.7939719871e-08,66.54955410957336,-6.69388100505e-10,4500.0,2.2414462566375732,381.29759407043457,3706.0634315013885,58.075133323669434,5500.0,0.00409176878748
0.00858924064597,0.00686464039609,1200,20.5833333333,0.988806,0.00901124163944,16.6895,16.6643,-0.00175839022268,2.5442779064178467,84.95078110694885,264.30327698,0.0,158.59429168701172,2.81327,1200,204.575967281,0.14925265312194824,29.3333333333,0.0,0.98805,2.81478,3.72528807802e-09,65.93176603317261,7.56699591875e-10,3600.0,2.2449440956115723,382.95668721199036,4092.484225511551,57.55589938163757,4400.0,0.00175839097938
0.0111508380153,0.00879405904561,1200,35.75,0.991294,0.0120698944444,16.7803,16.6905,-0.00264335470274,2.3387770652770996,90.91830444335938,352.605382199,0.0,143.94077134132385,2.81484,1200,332.911806389,0.16330170631408691,48.3333333333,0.0,0.988686,2.82021,1.0128138328e-08,60.479568004608154,8.73114913702e-11,5600.0,2.265193223953247,373.11637330055237,4468.614333152771,61.07243061065674,4600.0,0.00264335479005
