AverageReturn,MaxKL,LossBefore,MaxReturn,LossAfter,ExplainedVariance,Perplexity,MeanKL,ItrTime,MinReturn,TotalExecTime,Entropy,AveragePolicyStd,NumTrajs,Time,StdReturn
0.0,0.0,-0.0,0.0,-0.0,1,15.2117,0.0,5.127511262893677,0.0,5.066974639892578,2.72206,0.947542,20,5.127509355545044,0.0
0.0,0.0,-0.0,0.0,-0.0,1,15.2117,0.0,4.397801160812378,0.0,4.35559868812561,2.72206,0.947542,20,9.527878999710083,0.0
0.0,0.0,-0.0,0.0,-0.0,1,15.2117,0.0,4.527081251144409,0.0,4.4962193965911865,2.72206,0.947542,20,14.063941478729248,0.0
0.0,0.0,-0.0,0.0,-0.0,1,15.2117,0.0,4.758131265640259,0.0,4.709456443786621,2.72206,0.947542,20,18.831378936767578,0.0
0.0,0.0,-0.0,0.0,-0.0,1,15.2117,0.0,4.740658283233643,0.0,4.710423946380615,2.72206,0.947542,20,23.57593297958374,0.0
0.0,0.0,-0.0,0.0,-0.0,1,15.2117,0.0,4.880476713180542,0.0,4.830110788345337,2.72206,0.947542,20,28.463210105895996,0.0
0.0,0.0,-0.0,0.0,-0.0,1,15.2117,0.0,4.807566404342651,0.0,4.771551132202148,2.72206,0.947542,20,33.283674478530884,0.0
