AveragePolicyStd,MeanKL,ItrTime,MinReturn,MaxKL,NumTrajs,StdReturn,LossBefore,MaxReturn,Time,AverageReturn,Entropy,TotalExecTime,LossAfter,Perplexity,ExplainedVariance
0.827472,0.0,10.980180978775024,0.0,0.0,20,0.0,-0.0,0.0,10.980175018310547,0.0,2.45436,10.88998007774353,-0.0,11.639,1
0.827472,0.0,10.836804628372192,0.0,0.0,20,0.0,-0.0,0.0,21.82091188430786,0.0,2.45436,10.741737365722656,-0.0,11.639,1
0.827472,0.0,10.597937822341919,0.0,0.0,20,0.0,-0.0,0.0,32.422645568847656,0.0,2.45436,10.552233934402466,-0.0,11.639,1
0.827472,0.0,10.497007131576538,0.0,0.0,20,0.0,-0.0,0.0,42.923609495162964,0.0,2.45436,10.442384481430054,-0.0,11.639,1
0.827472,0.0,10.771704196929932,0.0,0.0,20,0.0,-0.0,0.0,53.70079493522644,0.0,2.45436,10.722472190856934,-0.0,11.639,1
0.827472,0.0,10.364106178283691,0.0,0.0,20,0.0,-0.0,0.0,64.07042837142944,0.0,2.45436,10.331302165985107,-0.0,11.639,1
0.827472,0.0,10.600865125656128,0.0,0.0,20,0.0,-0.0,0.0,74.67528033256531,0.0,2.45436,10.570385456085205,-0.0,11.639,1
