LossAfter,ItrTime,MaxKL,MaxReturn,Entropy,AveragePolicyStd,LossBefore,ExplainedVariance,Perplexity,MinReturn,MeanKL,NumTrajs,StdReturn,AverageReturn,TotalExecTime,Time
-0.0160809,10.803054332733154,0.289404,6900.0,2.84233,1.00326,-0.00406409,0.450719153482,17.1557,0.0,0.0296693,20,1594.17690361,540.0,10.724212169647217,10.803046703338623
-0.00772071,10.549009561538696,0.147462,19800.0,2.83826,1.00078,0.00878952,0.784917835399,17.0861,0.0,0.0191746,20,5727.32703798,2735.0,10.448508024215698,21.363033056259155
-0.0306923,10.677620649337769,0.414279,16400.0,2.84266,1.00287,-0.00824058,0.761897963003,17.1614,0.0,0.0579823,20,5833.74665202,3280.0,10.619032144546509,32.04596734046936
-0.0227535,10.487240314483643,0.197554,34700.0,2.83854,1.00079,-0.00876137,0.856120748915,17.0908,0.0,0.0590129,20,14993.468578,18070.0,10.440345525741577,42.54133701324463
0.00475311,10.369447946548462,0.171145,29200.0,2.83416,0.998738,0.0140485,0.83583601452,17.0161,0.0,0.03818,20,12547.2895479,13145.0,10.314230918884277,52.92017602920532
-0.0193901,10.650185823440552,0.0942224,36200.0,2.84118,1.00236,-0.0094232,0.867800989768,17.136,0.0,0.0321669,20,15342.5258677,18430.0,10.611505508422852,63.576398611068726
-0.0503335,10.651005506515503,0.448009,35500.0,2.83647,0.999861,-0.00705893,0.823741730705,17.0555,0.0,0.201045,20,7329.27520291,25685.0,10.575862169265747,74.24845242500305
