AveragePolicyStd,LossAfter,ItrTime,Entropy,ExplainedVariance,LossBefore,MinReturn,Perplexity,TotalExecTime,NumTrajs,MaxKL,Time,StdReturn,AverageReturn,MaxReturn,MeanKL
0.870797,-0.0787564,27.13312339782715,2.5608,0.156725442535,0.0251353,500.0,12.9461,26.840774536132812,20,3.98256,27.133116960525513,1981.13603773,3690.0,9300.0,1.23859
0.881884,-0.137905,28.807453632354736,2.58593,0.237507641529,-0.00258851,10500.0,13.2757,28.611480474472046,20,2.08211,55.95327353477478,4946.76409383,19845.0,33600.0,0.806641
0.881253,-0.0165439,31.858623027801514,2.58464,0.963420956229,-0.00138818,47400.0,13.2585,31.657519102096558,20,0.233355,87.81561660766602,1255.94585871,49840.0,52100.0,0.0523432
0.880887,-0.00730499,27.823099851608276,2.58394,0.966657997586,-0.00334091,49200.0,13.2493,27.692800521850586,20,0.0557362,115.65763926506042,952.890339966,51100.0,52500.0,0.00187322
0.880176,-0.0119863,23.27574849128723,2.58227,0.970852689394,-0.00876718,48300.0,13.2272,23.123655080795288,20,0.0398061,138.9404742717743,972.162537851,51370.0,52600.0,0.00916378
0.878285,-0.0139714,31.81463384628296,2.57789,0.97107860008,-0.0107949,49600.0,13.1693,31.68866276741028,20,0.156705,170.76240158081055,769.090371803,51350.0,52900.0,0.00515838
0.875895,-0.00828105,30.740174055099487,2.57249,0.974429556567,0.00401335,50000.0,13.0984,30.560020923614502,20,0.189564,201.52413892745972,651.076032426,51890.0,52900.0,0.0346478
