AverageReturn,AveragePolicyStd,MinReturn,Perplexity,ItrTime,StdReturn,NumTrajs,LossBefore,TotalExecTime,ExplainedVariance,LossAfter,MeanKL,MaxReturn,Entropy,Time,MaxKL
9650.0,0.930467,3800.0,14.777,11.379078149795532,3065.04486101,20,-0.00497206,11.260102033615112,0.510807629774,-0.133689,0.909051,16000.0,2.69307,11.379073143005371,5.477
11235.0,0.92818,7000.0,14.7037,11.403879880905151,2663.69574088,20,-0.00846538,11.314885139465332,0.575411847162,-0.0947697,0.378711,16600.0,2.6881,22.78549551963806,1.41753
20615.0,0.926174,19500.0,14.6416,11.766888618469238,643.641981229,20,-0.00467763,11.6877281665802,0.982095202189,-0.00943974,0.0100467,22600.0,2.68387,34.55600309371948,0.308031
20400.0,0.924998,17600.0,14.6074,12.076201438903809,930.591209931,20,0.00531398,11.996252298355103,0.96621260049,-0.00931048,0.0528009,21700.0,2.68153,46.634562492370605,0.408895
20845.0,0.926198,20100.0,14.6463,11.33525037765503,369.425229241,20,0.00653851,11.267997980117798,0.989597349941,-0.00887211,0.0748597,21500.0,2.68419,57.98090410232544,0.633068
20110.0,0.927823,10800.0,14.6942,11.644509077072144,2290.82954407,20,-0.0219622,11.577543020248413,0.873192090527,-0.049959,0.111399,21700.0,2.68746,69.64845991134644,0.968868
20885.0,0.922624,19500.0,14.5338,11.882142782211304,643.641981229,20,-0.0156964,11.83564805984497,0.979704070349,-0.0416502,0.109628,21900.0,2.67648,81.54236125946045,2.1059
