Perplexity,Entropy,ExplainedVariance,MaxKL,StdReturn,MeanKL,MinReturn,AverageReturn,LossAfter,Time,NumTrajs,ItrTime,TotalExecTime,LossBefore,MaxReturn,AveragePolicyStd
14.777,2.69307,0.966496376861,1.04942,716.850751552,0.405333,18700.0,19825.0,-0.056176,12.078003168106079,20,12.078009366989136,11.964600801467896,-0.00381421,21300.0,0.930467
14.7208,2.68926,0.957310624024,1.19177,1102.66722088,0.111431,16900.0,20025.0,-0.038396,23.983158826828003,20,11.899902105331421,11.77693796157837,-0.00713806,21100.0,0.928799
14.6683,2.68569,0.985395337757,0.212491,548.520737985,0.0154372,19800.0,20925.0,-0.0212695,35.3512921333313,20,11.364036560058594,11.312701225280762,-0.0117346,21800.0,0.927224
14.5825,2.67982,0.981230023694,0.669439,603.551986162,0.0549196,19900.0,21035.0,-0.0213533,46.75316858291626,20,11.397664785385132,11.355970859527588,-0.00920065,21800.0,0.924381
14.5156,2.67522,0.981368469295,0.30473,577.472943089,0.0517537,19400.0,20895.0,-0.0299443,58.647457122802734,20,11.887811422348022,11.844541072845459,-0.0151913,21700.0,0.922307
14.4057,2.66763,0.985042777016,0.498472,580.409338312,0.0289516,18900.0,21225.0,-0.00603301,70.17196130752563,20,11.514000415802002,11.417524337768555,0.0048366,21700.0,0.918877
14.4406,2.67005,0.990940705946,0.278577,355.633238042,0.0245084,20400.0,21305.0,0.00121603,82.19374299049377,20,12.01868224143982,11.97996187210083,0.0105804,21800.0,0.920062
