AveragePolicyStd,StdReturn,LossBefore,Time,Perplexity,ItrTime,LossAfter,NumTrajs,MaxKL,ExplainedVariance,MinReturn,MaxReturn,MeanKL,Entropy,TotalExecTime,AverageReturn
0.87453,2211.44183735,0.0104477,6.506153583526611,13.0471,6.506227254867554,-0.103214,20,1.43383,0.300844410503,0.0,8500.0,0.741463,2.56857,6.443799734115601,4495.0
0.878705,2017.88874817,-0.00250707,12.95242166519165,13.1842,6.436334133148193,-0.0365381,20,0.300767,0.814461571008,12300.0,20400.0,0.098164,2.57902,6.373671054840088,16925.0
0.878189,1185.86466344,-0.0145593,19.448150157928467,13.1677,6.481083869934082,-0.0202,20,0.0489606,0.95152049815,17000.0,21100.0,0.0065538,2.57776,6.443166971206665,19385.0
0.874919,1140.78920051,0.00393466,25.91814613342285,13.0722,6.466221332550049,0.00145894,20,0.0236408,0.95270706712,16700.0,21100.0,0.00311223,2.57048,6.439209938049316,19660.0
0.875756,1077.25345207,-0.0373569,32.40198016166687,13.0979,6.480310678482056,-0.0463317,20,0.0638804,0.961954285974,17100.0,20900.0,0.0183973,2.57245,6.433891296386719,19805.0
0.867588,580.753820478,-0.0134647,38.79972004890442,12.8555,6.392814874649048,-0.0302191,20,0.100957,0.97972692151,19000.0,21200.0,0.0382313,2.55377,6.3092944622039795,20085.0
0.864666,611.943624854,-0.0186987,45.280959129333496,12.7693,6.474902153015137,-0.0384864,20,0.165074,0.979824400541,18800.0,21400.0,0.0786572,2.54704,6.422017335891724,20305.0
