AverageReturn,LossAfter,Entropy,StdReturn,ExplainedVariance,Perplexity,LossBefore,ItrTime,MaxReturn,TotalExecTime,MinReturn,Time,AveragePolicyStd,NumTrajs,MeanKL,MaxKL
204.4,-0.024103,2.82159,399.563061356,0.361878116493,16.8035,-0.00511105,121.93362045288086,2000.0,121.6181378364563,0.0,121.93361568450928,0.991891,2000,0.0293513,0.106616
