1AveragePolicyStd,0MinReturn,0ExplainedVariance,0AverageReturn,0NumTrajs,1ExplainedVariance,0EnvExecTime,ItrTime,1Perplexity,LossAfter,1PolicyExecTime,dLoss,0ProcessExecTime,1ProcessExecTime,0Entropy,0MaxReturn,1MinReturn,LossBefore,MeanKL,1StdReturn,1AverageReturn,0Perplexity,MeanKLBefore,1NumTrajs,0StdReturn,1MaxReturn,0PolicyExecTime,1Entropy,Time,0AveragePolicyStd,1EnvExecTime,ComputeUpdatedDistTime
0.837748,0.0,0.0665922859683,1633.7,2000,0.115080155542,158.0650930404663,759.2449798583984,11.9677,-0.00186934834346,243.46961188316345,0.00186934949306,6.0751001834869385,5.90744686126709,2.48344,18600.0,0.0,1.14960130304e-09,0.00681499578059,4340.00032719,2315.4,11.9824,5.55111512313e-17,2000,3466.05890169,22200.0,154.623202085495,2.48221,39733.0337767601,0.83824,158.84141182899475,0.3969416618347168
0.825563,0.0,0.0544916679342,1374.4,2000,0.0763409476498,157.45941495895386,761.0081570148468,11.6215,-0.00230514444411,238.63967299461365,0.00230514538998,6.12133526802063,5.853886604309082,2.45219,20200.0,0.0,9.45874489844e-10,0.00910474639386,3935.34595049,1888.5,11.6138,-3.72529456172e-08,2000,3287.08451975,19500.0,163.64235281944275,2.45286,40498.33519911766,0.82527,157.13018345832825,0.2426438331604004
0.819404,0.0,0.0652476973527,1476.2,2000,0.101909778949,159.9196560382843,759.7080731391907,11.4502,-0.00119754055049,241.188973903656,0.00119754025945,6.114593982696533,5.849419355392456,2.4384,19100.0,0.0,-2.91038304567e-10,0.00662216125056,4271.74720665,2105.55,11.4547,3.7252845253e-09,2000,3396.6547602,21800.0,160.98532128334045,2.43801,41262.200030088425,0.81957,156.90559005737305,0.3024449348449707
0.813067,0.0,0.0606963976966,1383.9,2000,0.102849544088,158.1338882446289,764.974775314331,11.2727,-0.00133742578328,241.420672416687,0.00133742662001,6.112001180648804,5.900402545928955,2.42437,18500.0,0.0,8.36735125631e-10,0.00693087745458,4415.64317824,2331.15,11.2951,0.0,2000,3127.02906766,21500.0,163.0016860961914,2.42238,42031.50699067116,0.813851,158.93661618232727,0.27748560905456543
0.810503,0.0,0.0645178732333,1421.1,2000,0.0897911063154,157.30850219726562,758.7020545005798,11.1871,-0.00157274771482,241.4238522052765,0.00157274933008,6.143200635910034,5.865721940994263,2.41619,19700.0,0.0,1.61526259035e-09,0.00689001847059,4169.87377477,1987.05,11.2031,-3.72518527136e-09,2000,3391.72150832,21200.0,159.93605160713196,2.41476,42794.36199903488,0.811087,157.0810582637787,0.2912912368774414
0.806401,0.0,0.0572530564246,1425.95,2000,0.0914359188624,158.24196910858154,758.5571095943451,11.0633,-0.00170814199373,240.12013936042786,0.00170814315061,6.166571378707886,5.872664451599121,2.40314,19600.0,0.0,1.15687726066e-09,0.00685453694314,4190.25580961,1962.5,11.0579,0.0,2000,3307.68220927,21000.0,162.14566707611084,2.40363,43557.35949087143,0.806211,157.08484935760498,0.24584507942199707
0.798298,0.0,0.0609565053077,1478.55,2000,0.0957415589641,160.05680394172668,730.4387254714966,10.832,-0.00125544192269,225.12100410461426,0.00125544195907,6.191431760787964,5.674325704574585,2.38261,23500.0,0.0,3.63797880709e-11,0.00714572286233,4548.18407609,2361.9,10.8332,4.16333634234e-16,2000,3447.58972291,22400.0,153.49414563179016,2.3825,44291.95059800148,0.798315,151.31937956809998,0.2694680690765381
0.792366,0.0,0.0570544248014,1532.95,2000,0.0741594296611,158.53045320510864,735.514769077301,10.674,-0.0012810297776,228.44353938102722,0.00128102995222,6.242403268814087,5.804893493652344,2.36671,21100.0,0.0,1.7462298274e-10,0.00656614126638,3844.95746368,1848.55,10.6623,-7.4505734915e-09,2000,3418.50541867,21400.0,152.951495885849,2.36781,45031.90047574043,0.79196,155.06780195236206,0.27568602561950684
0.792267,0.0,0.0605100077494,1561.05,2000,0.0784362449602,172.63586354255676,762.7855553627014,10.6801,-0.00186187087093,229.97176122665405,0.00186187121108,6.650358200073242,5.897001028060913,2.36826,19800.0,0.0,3.40151018463e-10,0.00998509489,4121.16121378,2000.5,10.6788,3.7252845253e-09,2000,3484.86411464,19800.0,162.68748593330383,2.36838,45799.087329149246,0.792204,157.55396389961243,0.27581286430358887
0.788374,0.0,0.0628892405296,1671.65,2000,0.0871871572757,169.31755948066711,771.8801052570343,10.5762,-0.00194256589748,230.86327505111694,0.00194256502436,6.536977052688599,5.977172374725342,2.36004,20500.0,0.0,-8.73114913702e-10,0.00644848542288,4201.55753977,2186.8,10.5914,4.16333634234e-16,2000,3624.28493327,20900.0,162.07512640953064,2.35861,46575.498733997345,0.789039,159.99980902671814,0.2906157970428467
0.783825,0.0,0.0620343091377,1505.5,2000,0.0870303746263,169.36943793296814,757.7168455123901,10.4197,-0.00161448551808,229.79437589645386,0.00161448604194,6.510844707489014,5.868352890014648,2.34373,20300.0,0.0,5.23868948221e-10,0.00974465720356,4181.38359607,2153.35,10.4201,-3.72528519144e-09,2000,3403.73173884,21200.0,154.46930146217346,2.3437,47336.944605112076,0.783838,157.46644067764282,0.2588505744934082
0.780605,0.0,0.0625726653806,1562.8,2000,0.0918608590153,172.0378565788269,756.7142086029053,10.3212,-0.00108174351044,228.4834017753601,0.00108174255365,6.6216700077056885,5.8982930183410645,2.33452,17300.0,0.0,-9.56788426265e-10,0.00695342896506,4455.10655737,2363.25,10.3245,3.72528541348e-09,2000,3443.27695081,22100.0,157.87631154060364,2.3342,48097.36126446724,0.780676,157.54649472236633,0.27507925033569336
0.775698,0.0,0.0684376179582,1541.0,2000,0.0864958572418,168.4885265827179,763.4908015727997,10.1954,-0.00193842872977,231.25785183906555,0.00193842894805,6.535630941390991,5.984798431396484,2.32136,20500.0,0.0,2.18278728426e-10,0.00740756699815,4352.33852974,2226.35,10.1895,0.0,2000,3406.01658833,21300.0,162.87622952461243,2.32194,48864.824092149734,0.775406,159.93621921539307,0.26814723014831543
0.767185,0.0,0.0654308187784,1527.65,2000,0.0934798166493,168.21400237083435,758.2155408859253,9.97925,-0.00168635381851,229.70779538154602,0.00168635390582,6.561600685119629,5.954486846923828,2.3011,22000.0,0.0,8.73114913702e-11,0.0097335409373,4404.23137449,2206.0,9.98517,-2.23517613307e-08,2000,3485.08399863,20900.0,162.21962690353394,2.30051,49627.09345078468,0.767441,157.8935387134552,0.2661709785461426
