MeanKL,LossAfter,ExplainedVariance,TotalExecTime,NumTrajs,StdReturn,ItrTime,Perplexity,LossBefore,MaxReturn,AverageReturn,MinReturn,Entropy,MaxKL,AveragePolicyStd,Time
0.0983117,0.0115651,0.581976555485,32.869035720825195,20,243.721152139,33.13840317726135,12.9461,0.0231449,1300.0,560.0,300.0,2.5608,0.263121,0.870797,33.13839602470398
0.475137,-0.0705188,0.188652242443,34.209776878356934,20,3551.46096698,34.432910442352295,13.2493,0.0095649,16400.0,9275.0,2700.0,2.58394,1.30394,0.880898,67.58164024353027
0.256466,-0.0531981,0.948104746693,33.58016586303711,20,1591.69720739,33.768046617507935,13.3128,-0.00203659,50800.0,49050.0,43600.0,2.58873,0.716599,0.883082,101.36218595504761
0.0048746,-0.0112445,0.978090598091,36.14773225784302,20,722.824321672,36.29532790184021,13.2992,-0.00816338,52700.0,51655.0,49300.0,2.58771,0.0441769,0.882691,137.68676590919495
0.0235922,-0.0158074,0.97866849199,33.774334192276,20,804.534026627,33.972954988479614,13.2451,-0.0111248,52800.0,51715.0,50200.0,2.58363,0.0303121,0.880928,171.68316555023193
0.012731,-0.0123547,0.978329416338,34.72996687889099,20,632.37647015,34.85096263885498,13.1716,-0.00612089,52700.0,51990.0,50100.0,2.57806,0.19627,0.878449,206.5682647228241
0.016398,0.00792658,0.981225149492,32.17365741729736,20,518.917141748,32.304919481277466,13.1313,0.0122788,52800.0,52215.0,50500.0,2.575,0.0819334,0.877074,238.9131145477295
