ExplainedVariance,Time,Entropy,LossAfter,AveragePolicyStd,LossBefore,ItrTime,MaxReturn,MinReturn,MaxKL,NumTrajs,Perplexity,AverageReturn,MeanKL,StdReturn,TotalExecTime
1,16.706668853759766,2.849,-0.0,1.00568,-0.0,16.70667576789856,0.0,0.0,0.0,20,17.2706,0.0,0.0,0.0,16.410973072052002
0.0706763999674,33.446510553359985,2.849,0.0104971,1.00568,0.0149887,16.71515965461731,200.0,0.0,3.39057,20,17.2706,10.0,0.0321671,43.5889894354,16.499367237091064
1,51.39472484588623,2.8565,-0.0,1.00943,-0.0,17.922497510910034,0.0,0.0,0.0,20,17.4005,0.0,0.0,0.0,17.74796962738037
0.0634982823825,66.77608132362366,2.8565,0.0197123,1.00943,0.0231417,15.355916261672974,200.0,0.0,9.17792,20,17.4005,30.0,0.0767667,64.0312423743,15.261043548583984
0.0882177636184,82.94218349456787,2.86807,0.985386,1.01531,0.00747741,16.14146089553833,200.0,0.0,1140.9,20,17.603,15.0,9.76804,47.6969600708,15.991134405136108
0.0660362985893,100.06599640846252,2.87181,-0.0199973,1.01728,-0.020895,17.093320608139038,200.0,0.0,72.4469,20,17.6689,20.0,0.689836,60.0,16.874513387680054
0.0350836494176,116.50080919265747,2.86136,-0.0643425,1.01197,-0.00149723,16.42019510269165,200.0,0.0,46.1108,20,17.4853,10.0,0.29775,43.5889894354,16.26970148086548
