AveragePolicyStd,Time,StdReturn,MeanKL,MaxReturn,NumTrajs,ExplainedVariance,LossBefore,AverageReturn,LossAfter,TotalExecTime,Entropy,ItrTime,Perplexity,MinReturn,MaxKL
0.947542,4.95186972618103,170.587221092,0.682013,400.0,20,0.43783669214,0.0177214,170.0,-0.0689506,4.8858277797698975,2.72206,4.951876640319824,15.2117,0.0,9.39028
0.956193,9.643810510635376,54.7722557505,0.0275805,300.0,20,0.875304218625,-0.00582416,200.0,-0.0104811,4.6174163818359375,2.73978,4.685302734375,15.4836,0.0,0.617486
0.954408,14.050283670425415,50.0,0.0111525,300.0,20,0.917505595486,0.000329934,250.0,-0.00153599,4.326848745346069,2.73687,4.40172553062439,15.4386,200.0,0.227838
0.954748,23.25386619567871,65.3834841531,0.0421371,400.0,20,0.89392522297,-0.00572396,265.0,-0.00463209,9.136798620223999,2.73704,9.198131322860718,15.4411,100.0,0.887296
0.953179,27.973830461502075,43.5889894354,0.0352014,400.0,20,0.931248885492,0.0163353,310.0,0.0172064,4.685079574584961,2.73417,4.715061187744141,15.397,200.0,0.635529
0.957166,32.82451677322388,86.0232526704,0.0853229,600.0,20,0.916714635873,-0.000225633,440.0,0.00325648,4.7957775592803955,2.74234,4.84563422203064,15.5233,300.0,1.77506
0.957674,37.63217520713806,136.014705087,0.108747,900.0,20,0.91436294839,-0.00489519,650.0,-0.0274376,4.753447532653809,2.74223,4.794302940368652,15.5215,400.0,1.59929
