MeanKL,ExplainedVariance,LossAfter,NumTrajs,TotalExecTime,LossBefore,MinReturn,StdReturn,Time,AveragePolicyStd,MaxKL,Entropy,MaxReturn,ItrTime,Perplexity,AverageReturn
0.213406,0.202761512085,-0.0392272,20,10.835843801498413,0.00458986,0.0,107.238052948,10.908233642578125,0.930467,1.7029,2.69307,300.0,10.908239364624023,14.777,50.0
0.0429565,0.789649593301,-0.0283731,20,11.020700216293335,-0.0117731,200.0,106.183802908,22.00101113319397,0.932802,0.650544,2.69766,700.0,11.083883047103882,14.845,285.0
0.144165,0.733279497783,-0.0433686,20,10.843401670455933,-0.002437,0.0,127.573508222,32.887696504592896,0.929958,1.39373,2.69178,500.0,10.879898309707642,14.7579,265.0
0.0317601,0.781712208497,-0.0390903,20,10.960222244262695,-0.0211126,300.0,208.566536146,43.98206353187561,0.929507,0.3441,2.69056,900.0,11.08837103843689,14.7399,550.0
0.103396,0.667461273152,-0.0409709,20,10.451557636260986,-0.00938459,500.0,607.844552497,54.471853256225586,0.924672,0.663167,2.68,2700.0,10.484172582626343,14.5851,1245.0
0.183379,0.527099140099,-0.0342343,20,10.120136260986328,0.00649875,6900.0,3335.18740103,64.63520765304565,0.922484,1.96424,2.67531,20700.0,10.153780460357666,14.5168,12995.0
0.162183,0.350873403297,-0.0278551,20,10.004679203033447,0.0137337,0.0,3942.69894869,74.81459450721741,0.923916,0.447606,2.67856,16500.0,10.16858696937561,14.5641,6875.0
