Perplexity,AverageReturn,StdReturn,LossBefore,MaxKL,AveragePolicyStd,LossAfter,MaxReturn,ExplainedVariance,Time,Entropy,MinReturn,TotalExecTime,ItrTime,NumTrajs,MeanKL
11.4353,337.5,181.228446994,0.00393803,1.6817,0.82843,-0.0592617,800.0,0.485607072792,4.459192276000977,2.4367,0.0,4.357160806655884,4.459198713302612,40,0.605691
11.4804,760.0,371.348892553,-0.00246396,1.94654,0.828447,-0.0955639,1600.0,0.348305803442,8.728176355361938,2.44064,100.0,4.198495626449585,4.262677192687988,40,0.405941
11.4663,3392.5,706.1825189,-0.0144837,4.7312,0.82827,-0.179607,4500.0,0.740439410457,13.081631422042847,2.43941,1300.0,4.283316135406494,4.340771913528442,40,1.81298
11.3835,2837.5,936.93316197,-0.00798778,2.98534,0.824204,-0.196153,5000.0,0.585845247408,16.876408576965332,2.43217,900.0,3.751326560974121,3.7861669063568115,40,1.51902
11.3382,2237.5,795.200446428,1.99396e-05,3.22146,0.821552,-0.233806,4100.0,0.482213701472,20.583213567733765,2.42817,700.0,3.654806613922119,3.701446056365967,40,1.88911
11.3383,2067.5,919.344195609,0.026524,3.37242,0.823011,-0.140437,4400.0,0.377720950412,24.323915243148804,2.42818,100.0,3.6810154914855957,3.7331576347351074,40,0.916293
11.4896,3705.0,1043.53964946,0.0260883,2.72075,0.829448,-0.187559,5300.0,0.620141461387,28.218799352645874,2.44144,1100.0,3.845512628555298,3.890756607055664,40,1.77864
