StdReturn,Entropy,ItrTime,MinReturn,NumTrajs,LossBefore,Time,AveragePolicyStd,ExplainedVariance,MaxReturn,TotalExecTime,MeanKL,LossAfter,Perplexity,AverageReturn,MaxKL
2373.26778936,2.68973,11.116296291351318,6300.0,20,-0.0138983,11.116291999816895,0.929406,0.605234978803,14200.0,11.012836456298828,0.010007,-0.0219936,14.7277,10140.0,0.0215039
2898.085575,2.67583,6.5138328075408936,6800.0,20,-0.0217339,17.632940769195557,0.923106,0.623061220308,16900.0,6.455005407333374,0.00563817,-0.0269464,14.5244,12110.0,0.0103845
3635.69456913,2.66496,6.644407510757446,5900.0,20,-0.0291833,24.281113624572754,0.917919,0.615205746188,17300.0,6.603475093841553,0.0060393,-0.0345528,14.3674,13615.0,0.022103
2564.65884671,2.65037,6.447511911392212,9500.0,20,-0.0430059,30.73322343826294,0.91136,0.7563025502,19700.0,6.41197395324707,0.000722257,-0.0460957,14.1593,14905.0,0.0065506
1978.76223938,2.62887,6.607844829559326,10800.0,20,0.0130597,37.3785605430603,0.901499,0.774690124435,17600.0,6.558537244796753,0.013021,0.00557491,13.8581,14850.0,0.0284455
2651.20255733,2.6354,9.28579068183899,9700.0,20,-0.0321912,46.67472577095032,0.90428,0.752015306291,20200.0,9.238645792007446,0.00481536,-0.0359411,13.9489,15975.0,0.0107159
4911.972618,2.6193,6.356185674667358,1500.0,20,-0.0112375,53.03725743293762,0.896858,0.58874454387,18400.0,6.3143346309661865,0.0393589,-0.0254453,13.7262,13405.0,0.0894668
