Entropy,Time,MeanKL,ItrTime,MaxReturn,NumTrajs,AveragePolicyStd,ExplainedVariance,AverageReturn,LossBefore,Perplexity,MinReturn,TotalExecTime,MaxKL,LossAfter,StdReturn
2.5608,22.885428190231323,0.0,22.885433435440063,0.0,20,0.870797,1,0.0,-0.0,12.9461,0.0,22.68264126777649,0.0,-0.0,0.0
2.5608,44.18725109100342,0.0,21.293092489242554,0.0,20,0.870797,1,0.0,-0.0,12.9461,0.0,21.22148561477661,0.0,-0.0,0.0
2.5608,65.20757913589478,0.0,21.00668692588806,0.0,20,0.870797,1,0.0,-0.0,12.9461,0.0,20.970669984817505,0.0,-0.0,0.0
2.5608,86.95531034469604,0.0,21.740899801254272,0.0,20,0.870797,1,0.0,-0.0,12.9461,0.0,21.67160677909851,0.0,-0.0,0.0
2.5608,108.55276036262512,0.0,21.58255410194397,0.0,20,0.870797,1,0.0,-0.0,12.9461,0.0,21.445202350616455,0.0,-0.0,0.0
2.5608,127.85388255119324,0.0,19.297593116760254,0.0,20,0.870797,1,0.0,-0.0,12.9461,0.0,19.225840091705322,0.0,-0.0,0.0
2.5608,146.88940382003784,0.0,19.02877449989319,0.0,20,0.870797,1,0.0,-0.0,12.9461,0.0,18.990474224090576,0.0,-0.0,0.0
