Perplexity,LossAfter,Time,TotalExecTime,MinReturn,AverageReturn,ExplainedVariance,NumTrajs,StdReturn,MeanKL,MaxReturn,Entropy,MaxKL,ItrTime,LossBefore,AveragePolicyStd
15.3903,-0.0306892,11.680594682693481,11.60275387763977,1300.0,6730.0,0.319412033912,20,4256.88853507,0.302189,17800.0,2.73374,1.00429,11.680598258972168,0.0151443,0.949513
15.6252,-0.0614554,22.794389009475708,11.052995204925537,3900.0,13535.0,0.59395967345,20,4084.63890693,0.177074,20300.0,2.74888,0.990592,11.108649969100952,-0.0156448,0.956652
15.5034,-0.00377789,34.3664767742157,11.52970814704895,0.0,16145.0,0.834019160718,20,6024.32361349,0.0870116,21700.0,2.74106,0.412066,11.56292462348938,0.0297362,0.952981
15.7356,-0.0378473,46.21754026412964,11.749588012695312,11100.0,18445.0,0.8160593373,20,3235.81133566,0.0504628,21700.0,2.75593,0.255585,11.84413743019104,-0.0168248,0.960101
15.6038,-0.00627281,58.26973605155945,12.005483150482178,0.0,17915.0,0.847387227466,20,4738.06658881,0.00573308,21300.0,2.74752,0.0694396,12.046853303909302,-0.00124801,0.955979
15.5941,-0.0230751,69.96834444999695,11.630810260772705,0.0,16660.0,0.855072511417,20,7329.21551054,0.010905,22300.0,2.74689,0.0715811,11.683605194091797,-0.0160581,0.955728
15.4694,-0.0147755,82.37847757339478,12.229960441589355,0.0,19035.0,0.924339273676,20,4864.79958477,0.0442411,22300.0,2.73886,0.239337,12.40477728843689,-0.00124347,0.951795
