MaxReturn,Perplexity,StdReturn,NumTrajs,MeanKL,LossAfter,Entropy,LossBefore,MaxKL,ItrTime,AverageReturn,AveragePolicyStd,Time,MinReturn,TotalExecTime,ExplainedVariance
11200.0,17.0795,2493.57173548,20,75.408,11.7576,2.83788,0.00151497,4183.94,18.230141162872314,710.0,1.0,18.230134963989258,0.0,17.964483976364136,0.293361456538
0.0,17.1054,0.0,20,0.0,-0.0,2.83939,-0.0,0.0,16.626851081848145,0.0,1.00076,34.87549567222595,0.0,16.244364976882935,1
100.0,17.1054,21.7944947177,20,1.98676,-0.0764401,2.83939,-0.00498479,221.675,16.215126991271973,5.0,1.00076,51.106011152267456,0.0,15.975286722183228,0.0954064079902
17600.0,17.0628,3835.83107032,20,1918.1,266.463,2.8369,0.00632462,53190.2,16.193554401397705,880.0,0.999513,67.31765341758728,0.0,15.99538779258728,0.243234009255
0.0,17.1168,0.0,20,0.0,-0.0,2.84006,-0.0,0.0,16.63214349746704,0.0,1.00109,83.95676565170288,0.0,16.382817268371582,1
0.0,17.1168,0.0,20,0.0,-0.0,2.84006,-0.0,0.0,16.339759588241577,0.0,1.00109,100.31880474090576,0.0,16.19188094139099,1
0.0,17.1168,0.0,20,0.0,-0.0,2.84006,-0.0,0.0,15.980875015258789,0.0,1.00109,116.31448006629944,0.0,15.83829641342163,1
