Entropy,Time,MinReturn,ExplainedVariance,NumTrajs,AverageReturn,MeanKL,StdReturn,LossAfter,AveragePolicyStd,Perplexity,MaxKL,TotalExecTime,LossBefore,MaxReturn,ItrTime
3.08155,22.940964221954346,0.0,0.319116022491,20,355.0,0.0628552,500.474774589,0.00294705,1.12957,21.7921,7.52651,22.855492115020752,0.00506229,1500.0,22.94096875190735
3.08661,40.69441294670105,0.0,0.334226653752,20,835.0,0.0292956,834.430943817,0.0176098,1.13243,21.9027,6.38901,17.634766340255737,0.0224467,2600.0,17.742952823638916
3.09783,60.66431260108948,0.0,0.286942245937,20,255.0,0.00198859,393.033077488,0.000761548,1.1388,22.1499,0.115527,19.815626859664917,0.0026472,1400.0,19.962607860565186
3.09916,78.2017195224762,0.0,0.319995697697,20,665.0,0.00919687,576.432996974,-0.00484448,1.13956,22.1793,3.78679,17.467798471450806,-0.00189398,1700.0,17.526285648345947
3.09821,100.49934983253479,0.0,0.376922606342,20,535.0,0.0155909,576.432996974,-0.0109062,1.13902,22.1582,1.19046,22.2041072845459,-0.00458054,2500.0,22.282246351242065
3.09592,122.20989036560059,0.0,0.42146823694,20,430.0,0.00122387,395.094925303,0.00622448,1.13773,22.1076,0.0464463,21.63077735900879,0.0077377,1100.0,21.70685362815857
3.09979,139.88932251930237,0.0,0.381453104181,20,385.0,0.0045636,360.936282465,-0.0222159,1.13992,22.1933,0.0839821,17.603586673736572,-0.0183257,1200.0,17.67373275756836
