Entropy,LossAfter,Time,MaxKL,MeanKL,StdReturn,ItrTime,AverageReturn,MaxReturn,TotalExecTime,MinReturn,LossBefore,AveragePolicyStd,Perplexity,ExplainedVariance,NumTrajs
2.5608,-0.00097662,32.653756856918335,0.59134,0.0323765,401.590587539,32.65376329421997,165.0,1400.0,32.300334453582764,0.0,0.0152039,0.870797,12.9461,0.115808533051,20
2.576,-0.0122723,63.33521556854248,0.500942,0.0424646,983.310734204,30.67037034034729,790.0,2500.0,30.43410873413086,0.0,0.0068364,0.877355,13.1445,0.383728842542,20
2.57942,0.000983958,96.42330741882324,0.0758033,0.00813423,633.324561343,33.078415870666504,1930.0,3200.0,32.90844178199768,700.0,0.00533371,0.878861,13.1895,0.816077592154,20
2.58209,-0.00443346,128.50736093521118,0.0383229,0.00136692,339.521722427,32.0652756690979,2165.0,3000.0,31.872199296951294,1300.0,-0.00163645,0.879992,13.2247,0.901739396987,20
2.58127,-0.00815731,160.33240270614624,0.0434985,0.00257474,245.509673944,31.82075071334839,2265.0,2900.0,31.668291807174683,1900.0,-0.00529151,0.87964,13.2139,0.903014374556,20
2.57862,-0.000481791,191.74096059799194,0.222458,0.00998113,613.575586216,31.36942744255066,2105.0,2900.0,31.181000471115112,0.0,0.0108862,0.878484,13.179,0.853986372748,20
2.58407,-0.00919835,225.302072763443,0.2795,0.0207606,598.665181884,33.52917528152466,2160.0,3200.0,33.37237524986267,300.0,0.00120285,0.880855,13.2509,0.841629998278,20
