Entropy,NumTrajs,ExplainedVariance,MeanKL,AveragePolicyStd,MaxReturn,LossBefore,ItrTime,LossAfter,AverageReturn,StdReturn,TotalExecTime,Perplexity,MaxKL,Time,MinReturn
2.4367,40,0.117125951343,1.20127,0.82843,900.0,0.0316187,4.554326057434082,-0.093167,225.0,223.327114341,4.501896858215332,11.4353,4.08208,4.5543200969696045,0.0
2.46832,40,0.73122071648,3.29672,0.846315,4500.0,0.0152009,4.0187482833862305,-0.183224,3515.0,646.355165524,3.9626455307006836,11.8026,7.57695,8.577023267745972,1800.0
2.47592,40,0.300270810852,3.83676,0.849079,1700.0,0.0425805,4.5899152755737305,-0.284975,715.0,402.212630334,4.550751686096191,11.8927,6.37135,13.175382375717163,0.0
2.49721,40,0.88961607664,3.11938,0.85667,6500.0,-0.0565165,4.397222518920898,-0.258682,5457.5,656.843778992,4.364469051361084,12.1486,7.7545,17.577421188354492,3400.0
2.46895,40,0.221791297232,0.717494,0.845058,1000.0,0.0276365,4.218396186828613,-0.0473993,230.0,223.830292856,4.177887678146362,11.8101,1.40616,21.800745964050293,0.0
2.48277,40,0.832322624774,4.97615,0.849521,6300.0,-0.0122351,3.8125834465026855,-0.393374,4895.0,801.233424166,3.7862439155578613,11.9744,7.34201,25.620192766189575,3000.0
2.47665,40,0.412855422683,0.555532,0.846916,1600.0,0.0262665,3.7281875610351562,-0.0233441,682.5,320.848484491,3.680689811706543,11.9014,1.1939,29.353238582611084,100.0
