1ProcessExecTime,1MinReturn,0PolicyExecTime,0Entropy,0Perplexity,1NumTrajs,1Entropy,MeanKLBefore,dLoss,0MaxReturn,LossBefore,0ExplainedVariance,LossAfter,1EnvExecTime,0MinReturn,ItrTime,0StdReturn,MeanKL,1AverageReturn,1ExplainedVariance,0NumTrajs,1Perplexity,1StdReturn,0AverageReturn,ComputeUpdatedDistTime,Time,0ProcessExecTime,0AveragePolicyStd,0EnvExecTime,1PolicyExecTime,1MaxReturn,1AveragePolicyStd
0.1162729263305664,0.0,2.58782958984375,2.83788,17.0795,120,2.84925,1.39698397295e-09,0.00788775039837,2500.0,-1.39698386192e-09,0.0933754435055,-0.00788775179535,2.9088165760040283,0.0,16.528404235839844,426.887150063,0.0064569436945,208.333333333,0.15368591965,120,17.2747,622.57306577,104.166666667,0.6893947124481201,16.528400421142578,0.1100471019744873,1.0,2.555023670196533,4.327617645263672,2500.0,1.00575
