LossAfter,ExplainedVariance,TotalExecTime,Entropy,StdReturn,ItrTime,Perplexity,MaxKL,Time,MaxReturn,MinReturn,NumTrajs,MeanKL,AveragePolicyStd,LossBefore,AverageReturn
-0.0259161,0.806382017337,7.299145460128784,2.64941,310.0,7.353304386138916,14.1457,3.32282,7.353300333023071,1300.0,0.0,20,0.175109,0.917354,-0.0059461,930.0
-0.0327785,0.898533106947,7.3128485679626465,2.64347,116.619037897,7.407810211181641,14.0619,0.684807,14.770370244979858,1300.0,800.0,20,0.0617976,0.914659,-0.0136257,1020.0
-0.00332879,0.907974893141,7.234841585159302,2.63666,100.0,7.319985628128052,13.9664,0.082515,22.09402298927307,1200.0,800.0,20,0.00428991,0.911616,0.00119434,1000.0
-0.0329489,0.885378356603,7.204011678695679,2.63725,196.150452459,7.246095895767212,13.9748,0.188406,29.344956874847412,1800.0,800.0,20,0.0180477,0.912124,-0.0233485,1055.0
-0.0138887,0.899246083688,7.361489772796631,2.62558,126.885775404,7.411938190460205,13.8126,0.178017,36.76441240310669,1300.0,900.0,20,0.0155835,0.906804,-0.00334522,1030.0
-0.0116343,0.828057087675,7.348691940307617,2.62391,323.109888428,7.3971312046051025,13.7895,0.151042,44.18224334716797,2200.0,1000.0,20,0.0186474,0.90582,-0.000693154,1240.0
-0.0117407,0.721938263301,7.322792053222656,2.62356,467.867502612,7.374515056610107,13.7847,0.476128,51.561253786087036,1800.0,0.0,20,0.0479035,0.905554,0.00697473,990.0
