MaxReturn,LossAfter,Time,AverageReturn,StdReturn,Perplexity,MinReturn,AveragePolicyStd,MaxKL,ItrTime,NumTrajs,MeanKL,Entropy,TotalExecTime,ExplainedVariance,LossBefore
2800.0,-0.00926801,29.590194940567017,380.0,654.675492133,21.7921,0.0,1.12957,3.69411,29.590198278427124,20,0.0453347,3.08155,29.47869086265564,0.336386961303,-0.00906298
3000.0,-0.0107753,56.174535036087036,650.0,790.253124005,21.5955,0.0,1.12449,3.1753,26.577061653137207,20,0.0106235,3.07249,26.477498054504395,0.333056230156,-0.0077493
1800.0,-0.00403544,82.59995341300964,355.0,452.189119728,21.512,0.0,1.12231,0.390705,26.420342445373535,20,0.00451073,3.06861,26.290933847427368,0.301214581456,-0.00201193
2400.0,-0.0203049,109.37490391731262,845.0,766.469177462,21.4904,0.0,1.12174,7.49809,26.764397382736206,20,0.0113196,3.0676,26.60347008705139,0.355262957407,-0.0177025
1200.0,-0.00411838,138.9864993095398,395.0,455.494237066,21.301,0.0,1.11679,0.105169,29.602522611618042,20,0.00240253,3.05875,29.54754066467285,0.28459068199,-0.00166404
1900.0,-0.00962001,165.34932494163513,710.0,602.411819273,21.2833,0.0,1.11632,0.146006,26.340147256851196,20,0.00166838,3.05792,26.154468774795532,0.278262116482,-0.00745828
2000.0,-0.00396499,193.50991868972778,590.0,641.014820421,21.204,0.0,1.11425,0.038037,28.15505599975586,20,0.000709591,3.05419,28.04715371131897,0.348937249614,-0.0025192
