AveragePolicyStd,MinReturn,ItrTime,MaxKL,MeanKL,NumTrajs,Entropy,Perplexity,StdReturn,LossBefore,LossAfter,TotalExecTime,ExplainedVariance,Time,AverageReturn,MaxReturn
1.00066,0.0,16.324275016784668,421.413,3.59694,20,2.8392,17.1021,131.434394281,0.00328383,0.114444,16.193851232528687,0.24409861351,16.32426953315735,35.0,600.0
1.00231,0.0,18.24141573905945,0.0,0.0,20,2.84248,17.1583,0.0,-0.0,-0.0,17.970396757125854,1,34.57279062271118,0.0,0.0
1.00231,0.0,11.770278215408325,4065.77,75.3509,20,2.84248,17.1583,65.3834841531,0.0123359,10.666,11.54871916770935,0.153653554959,46.36797070503235,15.0,300.0
1.00541,0.0,16.716956853866577,0.397173,0.00244324,20,2.84865,17.2645,47.6969600708,0.00871,0.00740442,16.50944972038269,0.113575463043,63.10882616043091,15.0,200.0
1.0076,0.0,14.943210124969482,6.32761,0.0331625,20,2.85301,17.3399,203.162496539,0.0134507,0.0138141,14.779731273651123,0.246427399868,78.07494878768921,85.0,800.0
1.011,0.0,15.733201265335083,107.827,0.810078,20,2.85973,17.4569,119.478031453,-0.0164143,0.169443,15.68998384475708,0.201242803367,93.84103608131409,65.0,400.0
1.00685,0.0,15.77776837348938,197.058,1.18354,20,2.85153,17.3142,143.090880213,-0.0129079,0.277755,15.608022689819336,0.183797925263,109.68480849266052,45.0,600.0
