LossAfter,LossBefore,MeanKL,TotalExecTime,StdReturn,MaxKL,AveragePolicyStd,Time,Perplexity,MinReturn,Entropy,NumTrajs,ExplainedVariance,MaxReturn,ItrTime,AverageReturn
-0.0357823,0.00778891,0.236569,7.432097673416138,1297.02544308,0.488297,0.87453,7.515819549560547,13.0471,16500.0,2.56857,20,0.921259480248,21100.0,7.515823125839233,18965.0
-0.0660219,-0.00976275,0.23183,7.022889137268066,2088.54016002,0.481194,0.877729,14.64212965965271,13.1492,10200.0,2.57636,20,0.745453940705,18600.0,7.12246561050415,14600.0
-0.0840381,-0.0423223,0.0847796,6.737520217895508,1123.06500257,0.368699,0.875553,21.433658599853516,13.0851,17200.0,2.57148,20,0.953341091694,21300.0,6.78712797164917,19885.0
-0.0158621,-0.00424619,0.033662,7.094532489776611,1111.98021565,0.0587576,0.866243,28.577520847320557,12.8111,17600.0,2.55032,20,0.956485444028,21300.0,7.137940406799316,19950.0
-0.04357,-0.0296237,0.0357233,7.137799024581909,466.904701197,0.0641548,0.865268,35.807175397872925,12.784,19400.0,2.54819,20,0.986035949574,21500.0,7.220559597015381,20900.0
-0.0170375,-0.0132868,0.0067529,7.06319260597229,252.982212813,0.0202609,0.858915,42.93600416183472,12.596,20400.0,2.53338,20,0.991775246463,21400.0,7.124552011489868,21000.0
-0.00199212,0.00663052,0.0203807,7.594851732254028,428.339818369,0.188953,0.856034,50.584625244140625,12.5126,20100.0,2.52674,20,0.990035889114,21700.0,7.6424665451049805,21145.0
