StdReturn,AverageReturn,LossBefore,Time,Perplexity,MinReturn,NumTrajs,TotalExecTime,MaxKL,ExplainedVariance,Entropy,LossAfter,MeanKL,MaxReturn,AveragePolicyStd,ItrTime
306.594194335,100.0,-0.00356731,14.90479302406311,17.2706,0.0,20,14.692000150680542,0.028318,0.182959675252,2.849,-0.00731558,0.00326076,1200.0,1.00568,14.904800176620483
21.7944947177,5.0,0.013568,31.685010194778442,17.2091,0.0,20,16.491209506988525,14.602,0.0242782817895,2.84544,0.0346535,0.151705,100.0,1.00387,16.770262002944946
21.7944947177,5.0,0.0113241,48.90801429748535,17.3262,0.0,20,17.04762840270996,243.124,0.0186384700536,2.85222,0.302375,2.93377,100.0,1.00723,17.21599245071411
252.190404258,120.0,-0.0115449,64.87730741500854,17.4246,0.0,20,15.75707483291626,342.606,0.067754323833,2.85788,0.190249,3.69433,700.0,1.01011,15.924190998077393
613.269924258,170.0,0.000957243,81.23574757575989,17.3243,0.0,20,16.19836664199829,0.000721029,0.302881729906,2.85211,0.000558864,7.98992e-05,2800.0,1.00722,16.34173321723938
501.273378507,115.0,0.00702146,97.60722327232361,17.3326,0.0,20,16.11717176437378,1.28311,0.069795354702,2.85259,0.00293068,0.0137823,2300.0,1.00744,16.352823495864868
284.385302011,75.0,-0.00350007,114.1728732585907,17.3935,0.0,20,16.375248432159424,157.72,0.193239314687,2.8561,0.184864,0.824339,1300.0,1.0092,16.523869037628174
