MaxReturn,NumTrajs,Time,MeanKL,AverageReturn,LossAfter,ExplainedVariance,ItrTime,Entropy,StdReturn,AveragePolicyStd,LossBefore,TotalExecTime,Perplexity,MaxKL,MinReturn
8200.0,20,5.889603853225708,0.424364,3470.0,-0.0621621,0.196130341902,5.889607906341553,2.74043,2152.46370469,0.95435,0.0190454,5.81873083114624,15.4937,0.975742,200.0
21000.0,20,11.73568344116211,0.0188276,19460.0,-0.00718397,0.950996396362,5.838732719421387,2.75948,1161.20626936,0.963511,0.00163878,5.787849187850952,15.7916,0.164948,17200.0
21300.0,20,17.66790246963501,0.0142486,19375.0,-0.0263446,0.926696267324,5.9269914627075195,2.7603,1473.72826532,0.963886,-0.0166946,5.871861934661865,15.8045,0.0794902,15800.0
21300.0,20,23.369268894195557,0.0600895,19795.0,-0.0077218,0.954656951315,5.6970601081848145,2.75195,1088.33588565,0.959777,0.00583411,5.65420126914978,15.6732,0.221814,16300.0
20900.0,20,29.068034172058105,0.286791,18235.0,-0.0791439,0.885472731092,5.693626403808594,2.75487,1871.7037693,0.961763,-0.0193379,5.662057161331177,15.719,1.3875,14300.0
18900.0,20,39.15487098693848,0.218869,15105.0,-0.0898736,0.750757993766,10.07602858543396,2.7452,1953.8359706,0.957018,-0.0352151,10.014830589294434,15.5677,0.657081,11300.0
21100.0,20,45.0407190322876,0.0734849,18605.0,-0.055075,0.91041424279,5.880808591842651,2.72759,1741.97445446,0.948606,-0.0359286,5.793856143951416,15.296,0.277402,13800.0
