MaxKL,LossBefore,Perplexity,ExplainedVariance,AveragePolicyStd,TotalExecTime,AverageReturn,MeanKL,Entropy,MaxReturn,MinReturn,NumTrajs,StdReturn,Time,ItrTime,LossAfter
25.9535,0.00743536,17.0561,0.145924646996,0.999438,12.714257955551147,225.0,0.297837,2.83651,3300.0,0.0,20,714.755202849,13.04743242263794,13.04744005203247,-0.030843
0.0185636,-0.0307404,17.1834,0.0442941850712,1.00312,15.18053412437439,20.0,0.000490917,2.84395,200.0,0.0,20,60.0,28.43122959136963,15.374893426895142,-0.0323055
0.53531,0.00987516,16.9213,0.0890888799153,0.995426,12.877116680145264,150.0,0.0033471,2.82858,700.0,0.0,20,220.227155455,41.37726950645447,12.926127195358276,0.00840693
0.279848,-0.0159982,17.0051,0.0891412949579,0.997865,13.697076320648193,85.0,0.000936475,2.83351,800.0,0.0,20,185.135085816,55.13713049888611,13.748020887374878,-0.0178984
2199.92,0.000487875,16.8696,0.183894504058,0.993842,13.197836637496948,155.0,18.028,2.82551,900.0,0.0,20,278.343313194,68.48288321495056,13.331661224365234,4.99374
22.688,0.021747,16.8737,0.109782758758,0.993973,13.339454650878906,100.0,0.306243,2.82576,1100.0,0.0,20,260.768096208,81.86032199859619,13.371706485748291,0.0737093
0.0776655,-0.00418259,17.0582,0.063027412936,0.999387,13.360685586929321,85.0,0.000538803,2.83663,700.0,0.0,20,179.652442232,95.35836744308472,13.492977857589722,-0.00481497
