MeanKL,ItrTime,Perplexity,TotalExecTime,LossBefore,MinReturn,Entropy,ExplainedVariance,StdReturn,AveragePolicyStd,NumTrajs,LossAfter,Time,AverageReturn,MaxKL,MaxReturn
0.493817,11.725673913955688,14.1457,11.612887382507324,0.0059094,500.0,2.64941,0.497827223153,693.613725354,0.917354,20,-0.0521135,11.725668668746948,1370.0,2.17155,3400.0
0.103515,11.866461277008057,14.2296,11.805055141448975,-0.0172358,19900.0,2.65532,0.978941807863,552.697928348,0.919405,20,-0.044143,23.59602952003479,21105.0,0.267963,21900.0
0.00457971,11.911279916763306,14.1075,11.841699361801147,-0.0100339,19700.0,2.64671,0.987327259882,547.60843675,0.915701,20,-0.0148806,35.51250720024109,21175.0,0.0578284,21700.0
0.00698249,11.054879426956177,14.0369,10.987212419509888,-0.0052507,20500.0,2.64169,0.991465997006,307.042342357,0.91345,20,-0.00903822,46.573153018951416,21365.0,0.112707,21900.0
0.0305088,11.05065131187439,14.0001,10.981626510620117,-0.000132411,20900.0,2.63906,0.991657382486,260.528309402,0.912843,20,-0.00740814,57.6343629360199,21425.0,0.164797,22000.0
0.011384,10.443306922912598,13.9992,10.372648239135742,-0.0226334,20900.0,2.639,0.991587354293,340.0,0.913315,20,-0.0292978,68.08361530303955,21680.0,0.054291,22200.0
0.0173913,10.699920654296875,13.8416,10.659330129623413,-0.00239711,20400.0,2.62768,0.989504293183,443.255005612,0.908401,20,-0.0118868,78.79612874984741,21445.0,0.294494,22000.0
