LossAfter,AveragePolicyStd,LossBefore,StdReturn,MinReturn,Perplexity,AverageReturn,MeanKL,MaxReturn,Entropy,NumTrajs,MaxKL,ExplainedVariance,ItrTime,TotalExecTime,Time
-0.123141,0.95435,-0.0180066,2226.88122719,6400.0,15.4937,9700.0,0.663906,14400.0,2.74043,20,2.02048,0.45111125963,4.910510540008545,4.822959661483765,4.910510778427124
-0.0412643,0.945218,-0.0261483,8967.96939112,0.0,15.2172,11905.0,0.0489994,21000.0,2.72243,20,0.312121,0.767043642082,5.075569152832031,4.995741844177246,9.988791465759277
-0.0109406,0.93901,0.00171503,4675.84217013,0.0,15.0195,20150.0,0.0343018,22300.0,2.70935,20,0.18978,0.873386023563,4.702293157577515,4.659138202667236,14.694088697433472
-0.0198137,0.939516,-0.0137404,524.857123416,20600.0,15.0324,21605.0,0.0183023,22500.0,2.71021,20,0.144888,0.989770575265,4.775396108627319,4.7248005867004395,19.471863269805908
-0.0142399,0.936799,-0.00154106,591.502324594,19800.0,14.9295,21725.0,0.0372341,22600.0,2.70334,20,0.504975,0.985964048554,4.848429441452026,4.798704385757446,24.32779574394226
-0.0539318,0.936465,-0.030906,741.805230502,20200.0,14.918,21715.0,0.0923082,22700.0,2.70257,20,0.320792,0.980759071895,4.924024820327759,4.870152950286865,29.268388032913208
-0.0219173,0.92932,-0.011917,445.98206242,20900.0,14.6893,21810.0,0.038697,22500.0,2.68712,20,0.334528,0.992002241872,4.464259624481201,4.430376291275024,33.73773765563965
