MeanKL,MinReturn,Time,Entropy,NumTrajs,MaxKL,AverageReturn,MaxReturn,LossAfter,StdReturn,ExplainedVariance,LossBefore,AveragePolicyStd,Perplexity,ItrTime,TotalExecTime
17.3878,0.0,17.99202585220337,2.83788,20,894.1,95.0,1900.0,2.0922,414.095399636,0.218313058686,0.00386842,1.0,17.0795,17.992031574249268,17.63112711906433
21.6882,0.0,34.80027437210083,2.84175,20,1019.88,75.0,1500.0,-0.911914,326.917420766,0.086624379934,0.0217541,1.00196,17.1457,16.80369234085083,16.553589582443237
44.9604,0.0,50.32029175758362,2.85262,20,4448.28,20.0,400.0,6.82988,87.1779788708,0.0776101497729,0.00090225,1.00742,17.3332,15.511105060577393,15.335296392440796
68.2034,0.0,67.49590039253235,2.85307,20,6934.76,175.0,3500.0,16.9365,762.80731512,0.251939910409,0.00449366,1.00764,17.341,17.151965856552124,16.981955766677856
147.134,0.0,83.77489948272705,2.85532,20,4132.68,105.0,2100.0,3.36399,457.684389072,0.165280742296,0.00228902,1.0088,17.38,16.26742959022522,16.03932023048401
5.6876,0.0,100.35026216506958,2.85646,20,297.512,20.0,400.0,0.310982,87.1779788708,0.0451414342305,0.0107546,1.00939,17.3999,16.55483365058899,16.315624475479126
17.6994,0.0,117.6750135421753,2.86184,20,705.95,85.0,1400.0,2.14215,308.666486681,0.122923087569,-0.0088104,1.01209,17.4937,17.32244348526001,17.28342914581299
