StdReturn,ExplainedVariance,Time,Perplexity,AverageReturn,TotalExecTime,MeanKL,LossAfter,MinReturn,LossBefore,NumTrajs,Entropy,MaxReturn,MaxKL,ItrTime,AveragePolicyStd
86.0232526704,0.916726301056,11.000800848007202,14.8902,640.0,10.924933910369873,0.0256949,-0.0211432,500.0,-0.0129908,20,2.7007,900.0,0.32196,11.000808000564575,0.935103
74.8331477355,0.919288365189,21.753056287765503,14.698,580.0,10.697798490524292,0.00579095,-0.0101871,500.0,-0.00665326,20,2.68771,700.0,0.109115,10.74750542640686,0.929339
50.9901951359,0.92925444257,32.59364175796509,14.6492,580.0,10.796167850494385,0.0051515,0.0109141,500.0,0.0135966,20,2.68438,700.0,0.0425322,10.830664873123169,0.92776
83.0662386292,0.918709710595,43.358253955841064,14.7491,610.0,10.720060110092163,0.0194542,-0.0103692,500.0,-0.0035362,20,2.69118,800.0,0.21741,10.759395599365234,0.931118
123.592070943,0.893755353512,54.00401592254639,14.7231,665.0,10.58090329170227,0.0182382,-0.0232648,500.0,-0.014111,20,2.68942,1000.0,0.139348,10.64182734489441,0.930372
94.8683298051,0.909327700624,64.51459527015686,14.6195,700.0,10.447534084320068,0.0103618,-0.0108643,500.0,-0.00466233,20,2.68236,800.0,0.090386,10.501043558120728,0.926965
128.452325787,0.895951084879,75.21884155273438,14.5855,750.0,10.641120910644531,0.0115107,-0.0090983,400.0,-0.00294612,20,2.68003,1000.0,0.212528,10.696663618087769,0.926072
