MinReturn,StdReturn,TotalExecTime,LossBefore,AverageReturn,ItrTime,Entropy,ExplainedVariance,AveragePolicyStd,MaxKL,MaxReturn,MeanKL,Perplexity,Time,LossAfter,NumTrajs
0.0,0.0,10.834497451782227,-0.0,0.0,10.919206857681274,2.7007,1,0.935103,0.0,0.0,0.0,14.8902,10.919204235076904,-0.0,20
0.0,0.0,11.004527568817139,-0.0,0.0,11.056309461593628,2.7007,1,0.935103,0.0,0.0,0.0,14.8902,21.982428073883057,-0.0,20
0.0,0.0,10.675376653671265,-0.0,0.0,10.732962846755981,2.7007,1,0.935103,0.0,0.0,0.0,14.8902,32.719342947006226,-0.0,20
0.0,0.0,10.51597809791565,-0.0,0.0,10.55502724647522,2.7007,1,0.935103,0.0,0.0,0.0,14.8902,43.27827835083008,-0.0,20
0.0,0.0,10.394158124923706,-0.0,0.0,10.461909055709839,2.7007,1,0.935103,0.0,0.0,0.0,14.8902,53.743999004364014,-0.0,20
0.0,0.0,10.354196071624756,-0.0,0.0,10.422214031219482,2.7007,1,0.935103,0.0,0.0,0.0,14.8902,64.18297529220581,-0.0,20
0.0,0.0,10.561427354812622,-0.0,0.0,10.622615575790405,2.7007,1,0.935103,0.0,0.0,0.0,14.8902,74.80936002731323,-0.0,20
