MinReturn,Entropy,Perplexity,NumTrajs,MaxKL,AveragePolicyStd,StdReturn,TotalExecTime,AverageReturn,LossBefore,MaxReturn,ItrTime,ExplainedVariance,LossAfter,Time,MeanKL
0.0,2.69307,14.777,20,0.574378,0.930467,109.087121146,11.827041864395142,190.0,0.0120386,400.0,11.971619606018066,0.69311987121,-0.00859147,11.971611976623535,0.101035
200.0,2.70511,14.956,20,1.15242,0.936313,57.2276157113,12.25497841835022,265.0,-0.00943146,400.0,12.406493902206421,0.883829468864,-0.0314244,24.386614561080933,0.083259
0.0,2.7004,14.8856,20,0.572741,0.933975,364.005494464,11.787593126296997,250.0,0.0146933,1700.0,11.841163396835327,0.224450433113,-0.0106159,36.24269127845764,0.0815473
200.0,2.70774,14.9954,20,0.635292,0.937393,268.095132369,11.895288467407227,375.0,0.00568195,1400.0,12.022571802139282,0.381741368077,-0.0107084,48.27384400367737,0.0657394
300.0,2.71058,15.0381,20,1.16213,0.938658,1921.16501113,11.530484676361084,2475.0,0.02335,7900.0,11.628849983215332,0.254354973554,-0.0109399,59.91593337059021,0.12926
13500.0,2.72226,15.2147,20,1.57436,0.944045,2188.92667762,11.187965154647827,17260.0,-0.00725498,20800.0,11.232866525650024,0.790484466979,-0.0383387,71.15328741073608,0.150906
8600.0,2.71863,15.1596,20,1.37823,0.942294,3459.02804267,12.039588689804077,14625.0,-0.00641899,20200.0,12.083409309387207,0.610221911594,-0.0569007,83.25104713439941,0.20309
