MaxKL,NumTrajs,MeanKL,LossAfter,MinReturn,LossBefore,ExplainedVariance,Time,Perplexity,MaxReturn,Entropy,AverageReturn,TotalExecTime,AveragePolicyStd,ItrTime,StdReturn
0.0,20,0.0,-0.0,0.0,-0.0,1,9.083275079727173,17.1557,0.0,2.84233,0.0,8.98009705543518,1.00326,9.083280801773071,0.0
0.0,20,0.0,-0.0,0.0,-0.0,1,18.512993574142456,17.1557,0.0,2.84233,0.0,9.375441074371338,1.00326,9.42346477508545,0.0
0.188897,20,0.0290953,-0.0122055,0.0,-0.000860022,0.155331162695,28.267257690429688,17.1557,400.0,2.84233,20.0,9.684202194213867,1.00326,9.75071382522583,87.1779788708
0.0,20,0.0,-0.0,0.0,-0.0,1,37.774404764175415,17.1483,0.0,2.8419,0.0,9.472337484359741,1.00305,9.50344467163086,0.0
0.0165505,20,0.00320568,0.0213153,0.0,0.0241547,0.0820936543671,47.35115599632263,17.1483,600.0,2.8419,30.0,9.532944917678833,1.00305,9.573169469833374,130.766968306
0.173788,20,0.0276433,0.00336487,0.0,0.0137757,0.100785452255,56.86641716957092,17.3567,500.0,2.85398,25.0,9.452552795410156,1.00912,9.51135802268982,108.972473589
0.0798457,20,0.0290836,-0.00820547,0.0,0.0017497,0.0747943035171,66.16412854194641,17.4766,2100.0,2.86086,240.0,9.24253511428833,1.0128,9.294060945510864,614.328902136
