Entropy,NumTrajs,MaxKL,StdReturn,LossAfter,Perplexity,AverageReturn,Time,AveragePolicyStd,MaxReturn,MinReturn,ItrTime,TotalExecTime,MeanKL,LossBefore,ExplainedVariance
1.73658,40,9.93338,710.101225178,-0.336771,5.67789,4197.5,5.917133808135986,0.58088,5400.0,2600.0,5.917138576507568,5.82779335975647,3.54858,-0.0170027,0.779629454164
1.71958,40,0.740665,319.286313518,-0.0734187,5.58216,7442.5,12.02577543258667,0.576056,8100.0,6700.0,6.101989030838013,6.04059624671936,0.10141,-0.0312499,0.990232140758
1.70395,40,0.591703,308.180142125,-0.0452267,5.49562,7645.0,19.049043655395508,0.570962,8300.0,7000.0,7.017586946487427,6.922682523727417,0.0510592,-0.0244837,0.989860410468
1.69171,40,0.321978,284.15444744,-0.0798291,5.42875,7777.5,25.132127285003662,0.567095,8300.0,7000.0,6.076660633087158,6.009473562240601,0.0840141,-0.0595233,0.990358562708
1.66195,40,0.143398,1038.26477837,-0.0244546,5.26956,7572.5,31.150341510772705,0.558498,8300.0,1400.0,6.011960983276367,5.93061900138855,0.0231507,-0.015471,0.932074265952
1.65421,40,0.379596,280.524063139,-0.030227,5.22896,7807.5,37.458667278289795,0.556421,8300.0,7200.0,6.295252799987793,6.215064764022827,0.0359946,-0.00933318,0.993425163047
1.64955,40,0.385307,244.693686065,-0.00456313,5.20462,7825.0,43.730101346969604,0.554563,8200.0,7300.0,6.265537738800049,6.148671627044678,0.0594389,0.011774,0.993846090056
