AveragePolicyStd,Perplexity,ItrTime,StdReturn,MaxKL,LossBefore,TotalExecTime,MinReturn,AverageReturn,NumTrajs,ExplainedVariance,MeanKL,LossAfter,Entropy,Time,MaxReturn
1.00066,17.1021,17.578428030014038,152.970585408,151.113,0.00518324,17.24546194076538,0.0,40.0,20,0.0852543579093,1.40348,-0.235691,2.8392,17.578421115875244,700.0
1.00328,17.191,17.33707070350647,135.922772191,433.755,-0.00291257,17.06647515296936,0.0,45.0,20,0.546674004548,3.43314,0.409813,2.84438,34.92203140258789,500.0
1.00254,17.1659,17.286854028701782,261.916017074,1044.2,-0.0122572,17.166616678237915,0.0,120.0,20,0.54634863503,9.36903,2.2616,2.84293,52.223586082458496,1100.0
0.999466,17.0611,17.114537715911865,0.0,0.0,-0.0,16.961535930633545,0.0,0.0,20,1,0.0,-0.0,2.8368,69.37874794006348,0.0
0.999466,17.0611,17.298211812973022,0.0,0.0,-0.0,17.06866145133972,0.0,0.0,20,1,0.0,-0.0,2.8368,86.69848537445068,0.0
0.999466,17.0611,19.387677669525146,85.2936105462,2144.28,-0.00349013,19.169117212295532,0.0,35.0,20,0.264187346933,22.5006,0.953313,2.8368,106.10087704658508,300.0
0.99859,17.0313,16.560140132904053,21.7944947177,57.1314,-0.0108315,16.40627694129944,0.0,5.0,20,0.216274588786,0.429206,0.0152412,2.83505,122.6839656829834,100.0
