Perplexity,LossBefore,TotalExecTime,ItrTime,LossAfter,NumTrajs,AveragePolicyStd,MeanKL,Time,ExplainedVariance,AverageReturn,Entropy,MaxReturn,MinReturn,MaxKL,StdReturn
11.639,-0.00642411,10.699197053909302,10.781978368759155,-0.105394,20,0.827472,0.430507,10.781972885131836,0.641256558223,25265.0,2.45436,31900.0,16600.0,0.914241,3995.15644249
11.5645,0.00839115,10.527960777282715,10.598954677581787,-0.037144,20,0.824802,0.122531,21.38431692123413,0.619865841064,22315.0,2.44794,26600.0,16000.0,0.219503,2926.30740012
11.6131,-0.00718587,10.548418045043945,10.607902765274048,-0.010241,20,0.826402,0.00178809,31.99664545059204,0.948520804509,37535.0,2.45213,40000.0,32800.0,0.0223073,1844.52568429
11.5714,-0.0108965,10.324458599090576,10.385598421096802,-0.0156287,20,0.824813,0.0112379,42.38709235191345,0.952332168469,38015.0,2.44854,40000.0,34400.0,0.0423795,1489.72312864
11.5086,-0.0085455,10.528445482254028,10.578058242797852,-0.0170114,20,0.822471,0.0167616,52.968650102615356,0.963218036447,38105.0,2.44309,40100.0,34300.0,0.168808,1332.46951185
11.4595,-0.0124547,10.148978233337402,10.207109212875366,-0.0154595,20,0.820526,0.00533427,63.17971134185791,0.963555645092,38685.0,2.43882,40300.0,37300.0,0.0197504,854.561290956
11.3883,0.00683008,10.602806568145752,10.644116163253784,0.00520568,20,0.817824,0.000957657,73.83027148246765,0.862974710271,37185.0,2.43259,40600.0,0.0,0.0138425,8560.38988598
