MeanKL,AveragePolicyStd,Entropy,TotalExecTime,MaxKL,StdReturn,NumTrajs,MaxReturn,Time,Perplexity,MinReturn,ExplainedVariance,ItrTime,LossBefore,LossAfter,AverageReturn
0.253537,0.95435,2.74043,5.298126220703125,0.89109,828.914953418,20,3700.0,5.362093448638916,15.4937,300.0,0.39567103053,5.3620991706848145,-0.00113828,-0.042984,1570.0
0.254679,0.953918,2.73929,5.173139572143555,1.08522,3462.40884357,20,20500.0,10.62676453590393,15.4761,5800.0,0.477132435015,5.258387327194214,-0.00250085,-0.0406051,11965.0
0.0477801,0.952967,2.73804,5.16400408744812,0.483711,10377.1612207,20,22400.0,15.835830211639404,15.4567,0.0,0.796753477976,5.2060487270355225,-0.00628256,-0.0209672,11455.0
0.0809735,0.951627,2.7349,5.180449724197388,0.229653,4585.7687469,20,22300.0,21.125962018966675,15.4082,0.0,0.836416469676,5.285558462142944,-0.0269581,-0.052962,18935.0
0.053288,0.945456,2.72142,9.532998323440552,0.375031,6244.08520121,20,22000.0,30.69884753227234,15.202,0.0,0.839948074915,9.565642833709717,0.00971827,-0.00589377,18420.0
0.0469222,0.948042,2.72628,5.009483098983765,0.207679,885.028248137,20,22400.0,35.75760555267334,15.276,19500.0,0.976489329852,5.0517237186431885,-0.0179695,-0.0314751,21215.0
0.0122891,0.943946,2.7173,5.13818883895874,0.0881902,4698.77377621,20,22600.0,40.9574761390686,15.1394,0.0,0.858062182249,5.195376634597778,-0.0431479,-0.0497069,19895.0
