AverageReturn,Entropy,ItrTime,NumTrajs,MeanKL,MinReturn,Perplexity,LossAfter,MaxKL,Time,MaxReturn,TotalExecTime,StdReturn,AveragePolicyStd,ExplainedVariance,LossBefore
15.0,2.8392,16.43332815170288,20,17.4972,0.0,17.1021,1.85692,2066.35,16.43332314491272,300.0,16.19230031967163,65.3834841531,1.00066,0.153367019041,0.0078214
10.0,2.84702,16.908595085144043,20,24.7901,0.0,17.2364,1.95785,1149.38,33.35451054573059,200.0,16.653141260147095,43.5889894354,1.00459,0.0573559027649,0.0128823
105.0,2.85346,15.160946369171143,20,3.96832,0.0,17.3478,1.16885,352.325,48.53500962257385,1700.0,15.08839726448059,372.122291727,1.00783,0.235849979908,-0.0021083
50.0,2.85241,16.974289178848267,20,0.681314,0.0,17.3295,0.0439263,75.8598,65.55549263954163,900.0,16.81570601463318,196.214168703,1.00729,0.0600233717074,-0.01079
25.0,2.84701,16.96636438369751,20,0.0131692,0.0,17.2362,0.000610441,2.52507,82.53647041320801,400.0,16.717641592025757,88.7411967465,1.00458,0.0792069386301,0.00105483
60.0,2.84754,15.910156726837158,20,2.68733,0.0,17.2453,0.755731,235.17,98.46451425552368,400.0,15.684693098068237,115.758369028,1.00488,0.264155360572,-0.0198742
75.0,2.8376,16.128009796142578,20,7.72541,0.0,17.0748,1.48474,643.047,114.60231351852417,700.0,16.001928329467773,175.712833908,0.999943,0.191556565711,0.01062
