StdReturn,ItrTime,TotalExecTime,LossAfter,NumTrajs,MaxKL,Time,ExplainedVariance,LossBefore,MaxReturn,MeanKL,Entropy,AverageReturn,MinReturn,Perplexity,AveragePolicyStd
0.0,32.515358448028564,32.03092861175537,-0.0,20,0.0,32.51534962654114,1,-0.0,0.0,0.0,2.7481,0.0,0.0,15.613,0.956152
0.0,34.31249642372131,34.033743381500244,-0.0,20,0.0,66.8576934337616,1,-0.0,0.0,0.0,2.7481,0.0,0.0,15.613,0.956152
108.972473589,32.951677322387695,32.64429450035095,0.0143657,20,0.0123017,99.82677817344666,0.0506853121275,0.0157453,500.0,0.00135362,2.7481,25.0,0.0,15.613,0.956152
0.0,32.93689846992493,32.62316417694092,-0.0,20,0.0,132.7721643447876,1,-0.0,0.0,0.0,2.75598,0.0,0.0,15.7364,0.959902
0.0,33.07764387130737,32.91364932060242,-0.0,20,0.0,165.86652135849,1,-0.0,0.0,0.0,2.75598,0.0,0.0,15.7364,0.959902
108.972473589,34.068615674972534,33.64188814163208,-0.0160776,20,0.205938,199.94651055335999,0.0818054799975,-0.00756611,500.0,0.0252801,2.75598,25.0,0.0,15.7364,0.959902
0.0,33.21137285232544,32.88262987136841,-0.0,20,0.0,233.19092845916748,1,-0.0,0.0,0.0,2.75219,0.0,0.0,15.677,0.958069
