Entropy,MaxKL,Perplexity,ExplainedVariance,AveragePolicyStd,StdReturn,LossBefore,MinReturn,AverageReturn,MaxReturn,TotalExecTime,NumTrajs,Time,MeanKL,LossAfter,ItrTime
2.64941,3.96612,14.1457,0.686202906122,0.917354,407.277546644,-0.0300233,0.0,725.0,1100.0,11.63793683052063,20,11.797043561935425,0.26855,-0.0629595,11.79705023765564
2.61939,0.686047,13.7274,0.910350010989,0.902613,79.2148975888,-0.0129116,900.0,1065.0,1200.0,11.57747745513916,20,23.487830877304077,0.0818642,-0.0414536,11.685660600662231
2.61293,0.369448,13.639,0.90677855709,0.900083,105.356537529,0.00669187,900.0,1130.0,1300.0,11.932841539382935,20,35.50851321220398,0.0380461,-0.000391325,12.016560316085815
2.61628,0.142085,13.6847,0.901821626366,0.901521,106.183802908,0.00429839,800.0,1065.0,1200.0,11.354080200195312,20,46.96403765678406,0.0142697,-0.00591006,11.445165157318115
2.61843,0.148368,13.7142,0.899733141313,0.902428,118.321595662,0.0167455,900.0,1100.0,1300.0,11.50916838645935,20,58.557204723358154,0.0102032,0.0127188,11.585760354995728
2.6268,0.0257338,13.8295,0.91298368934,0.905631,79.2148975888,-0.0152274,900.0,1065.0,1200.0,11.864643812179565,20,70.52532839775085,0.010034,-0.0206117,11.961580991744995
2.61919,0.297607,13.7246,0.903990109496,0.901888,115.217186218,0.0171278,900.0,1065.0,1400.0,12.114256858825684,20,82.70399498939514,0.0211705,0.0116295,12.169030904769897
