Entropy,MeanKL,StdReturn,MinReturn,AverageReturn,ItrTime,Perplexity,AveragePolicyStd,MaxKL,ExplainedVariance,Time,TotalExecTime,NumTrajs,LossBefore,MaxReturn,LossAfter
2.74043,0.176248,21.7944947177,0.0,5.0,6.001011848449707,15.4937,0.95435,4.2328,0.0436216822678,6.001007556915283,5.941356897354126,20,-0.01509,100.0,-0.0589303
2.72534,0.0,0.0,0.0,0.0,5.646290302276611,15.2617,0.946937,0.0,1,11.651421308517456,5.549476385116577,20,-0.0,0.0,-0.0
2.72534,0.0599684,47.6969600708,0.0,15.0,5.83003568649292,15.2617,0.946937,0.612436,0.134848627321,17.485028505325317,5.780435800552368,20,0.0336628,200.0,0.00533538
2.74217,0.0258425,80.0,0.0,60.0,5.842978239059448,15.5207,0.954991,0.245388,0.397213549401,23.336861610412598,5.765073537826538,20,-0.0101891,200.0,-0.023485
2.73708,0.0407116,96.9535971483,0.0,60.0,5.8778581619262695,15.4418,0.952403,0.752416,0.265264793145,29.21797800064087,5.841383695602417,20,-0.00539424,300.0,-0.0326969
2.73438,0.0552467,106.183802908,0.0,65.0,6.73934531211853,15.4002,0.951093,0.47335,0.378138918784,35.961341857910156,6.683223009109497,20,-0.0113033,300.0,-0.034173
2.72873,0.0318423,243.721152139,0.0,160.0,9.10967493057251,15.3134,0.948744,0.30339,0.237103089625,45.07469725608826,9.059726238250732,20,0.00695433,1100.0,-0.00618283
