ExplainedVariance,ItrTime,LossBefore,AveragePolicyStd,AverageReturn,MaxKL,TotalExecTime,LossAfter,StdReturn,Entropy,Perplexity,Time,MeanKL,NumTrajs,MaxReturn,MinReturn
1,10.761127471923828,-0.0,0.827472,0.0,0.0,10.683915138244629,-0.0,0.0,2.45436,11.639,10.761123418807983,0.0,20,0.0,0.0
1,10.685605525970459,-0.0,0.827472,0.0,0.0,10.629558324813843,-0.0,0.0,2.45436,11.639,21.451786756515503,0.0,20,0.0,0.0
1,10.727705955505371,-0.0,0.827472,0.0,0.0,10.639227151870728,-0.0,0.0,2.45436,11.639,32.18316960334778,0.0,20,0.0,0.0
1,10.36408805847168,-0.0,0.827472,0.0,0.0,10.323208570480347,-0.0,0.0,2.45436,11.639,42.55156874656677,0.0,20,0.0,0.0
1,10.700093030929565,-0.0,0.827472,0.0,0.0,10.635963439941406,-0.0,0.0,2.45436,11.639,53.257208585739136,0.0,20,0.0,0.0
1,10.466432332992554,-0.0,0.827472,0.0,0.0,10.408825397491455,-0.0,0.0,2.45436,11.639,63.72777247428894,0.0,20,0.0,0.0
1,10.696306943893433,-0.0,0.827472,0.0,0.0,10.653741598129272,-0.0,0.0,2.45436,11.639,74.43321371078491,0.0,20,0.0,0.0
