MaxReturn,Time,LossBefore,AverageReturn,ItrTime,MaxKL,Entropy,MeanKL,LossAfter,MinReturn,TotalExecTime,AveragePolicyStd,NumTrajs,Perplexity,ExplainedVariance,StdReturn
2100.0,10.917879343032837,0.0095862,280.0,10.917885303497314,0.272024,2.73374,0.0681913,-0.00542603,0.0,10.739946365356445,0.949513,20,15.3903,0.12866489124,542.770669804
4100.0,23.122476816177368,-0.00353874,945.0,12.196442365646362,0.442039,2.74332,0.117142,-0.0309229,0.0,12.099727153778076,0.953917,20,15.5386,0.221209663063,1032.21848462
19500.0,34.64506912231445,-0.00868145,7680.0,11.518442630767822,0.703617,2.74155,0.105643,-0.0381618,500.0,11.47485876083374,0.953115,20,15.5111,0.507531788904,6513.72397327
21800.0,46.36391735076904,-0.0169539,14690.0,11.71663761138916,1.0735,2.73721,0.333711,-0.0691004,300.0,11.672940731048584,0.951036,20,15.4439,0.606233511951,5451.77952599
20900.0,58.41146373748779,0.0041474,12715.0,12.028589248657227,0.721567,2.72874,0.160603,-0.0307909,0.0,11.953552484512329,0.947002,20,15.3135,0.625910904652,7337.86583415
22900.0,70.01605725288391,0.00811201,15150.0,11.584714651107788,0.789102,2.73081,0.0916107,-0.0255239,0.0,11.541423082351685,0.948059,20,15.3453,0.781240889999,8003.40552515
22900.0,81.80749702453613,-0.0172139,19595.0,11.76816701889038,0.253406,2.73487,0.0822811,-0.0372716,14000.0,11.658450365066528,0.950052,20,15.4077,0.855675741313,2774.07191688
