MaxKL,ItrTime,Perplexity,AveragePolicyStd,MeanKL,Entropy,MaxReturn,StdReturn,NumTrajs,TotalExecTime,LossAfter,ExplainedVariance,MinReturn,Time,LossBefore,AverageReturn
0.0105953,10.315802335739136,15.0809,0.939757,0.00154991,2.71343,1500.0,144.359793571,200,10.259413242340088,-0.000205703,0.131612956685,0.0,10.315799236297607,0.00147512,14.5
0.00888149,10.750908136367798,15.1032,0.940415,0.00154217,2.7149,1300.0,98.0765007532,200,10.684509754180908,-0.0055184,0.0807649581176,0.0,21.069141149520874,-0.00396862,9.0
0.0286993,8.798217535018921,15.0732,0.939461,0.00371975,2.71292,1300.0,134.192958086,200,8.749964475631714,0.00222924,0.134432616823,0.0,29.871429681777954,0.00461426,18.5
0.238054,7.767070531845093,15.108,0.940558,0.0250588,2.71523,1100.0,122.350929706,200,7.722225904464722,-0.0153603,0.152385445794,0.0,37.643515825271606,-0.00295182,19.5
1.04749,9.299769878387451,15.0857,0.939851,0.0727907,2.71375,2100.0,444.44319097,200,9.216493368148804,-0.029957,0.515852435934,0.0,46.947035789489746,0.00353857,204.5
0.456804,8.859400749206543,15.1125,0.940702,0.0157756,2.71552,2500.0,756.600125562,200,8.82222580909729,-0.0347395,0.700882180035,0.0,55.81295299530029,-0.0207466,462.5
0.157757,8.717569589614868,14.9565,0.935808,0.0156967,2.70515,2700.0,955.786456276,200,8.676206588745117,-0.0286445,0.780644860035,0.0,64.53301858901978,-0.0201345,741.5
