NumTrajs,AverageReturn,Perplexity,MaxReturn,MaxKL,MeanKL,StdReturn,TotalExecTime,AveragePolicyStd,Entropy,LossAfter,LossBefore,MinReturn,ItrTime,ExplainedVariance,Time
20,210.0,14.7277,600.0,0.203433,0.0558023,204.694894905,9.379409551620483,0.929406,2.68973,-0.0218278,0.000901677,0.0,9.453139305114746,0.400713780868,9.453134298324585
20,465.0,14.741,600.0,0.0966701,0.0168373,90.9670269933,10.880842447280884,0.929332,2.69063,-0.00125198,0.00897539,300.0,10.935013771057129,0.864641533379,20.39333438873291
20,530.0,14.8073,1000.0,0.0497948,0.0215523,176.351920885,6.058143615722656,0.931384,2.69512,-0.0191048,-0.0094922,100.0,6.136033296585083,0.763260287573,26.533677339553833
20,1200.0,14.7372,3100.0,0.112664,0.0584127,783.581520966,6.076619863510132,0.929189,2.69037,-0.017838,0.00433399,400.0,6.115023374557495,0.330234114863,32.655052185058594
20,9120.0,14.7692,13700.0,0.26702,0.154509,3150.80941982,6.411723852157593,0.93031,2.69254,-0.0370121,0.0178689,4200.0,6.458440065383911,0.416931994152,39.11972236633301
20,8765.0,14.9017,15500.0,0.312949,0.171955,3423.05054009,6.377044677734375,0.934518,2.70148,-0.0739201,-0.0155318,3300.0,6.4378697872161865,0.473918564992,45.58263039588928
20,7310.0,14.7864,13300.0,0.282066,0.154145,2455.17820127,6.40073823928833,0.930826,2.69371,-0.0624355,-0.00648274,4200.0,6.466327667236328,0.399638544934,52.063268184661865
