AverageReturn,ItrTime,Perplexity,StdReturn,Entropy,ExplainedVariance,Time,AveragePolicyStd,TotalExecTime,NumTrajs,MinReturn,MaxKL,MaxReturn,LossAfter,LossBefore,MeanKL
20.0,16.19551181793213,17.1021,60.0,2.8392,0.159974012255,16.195507049560547,1.00066,15.909940481185913,20,0.0,152.131,200.0,-0.0419202,0.00618627,1.25416
15.0,16.627703428268433,17.2082,47.6969600708,2.84539,0.09123889803,32.843688011169434,1.00376,16.257638216018677,20,0.0,2684.43,200.0,1.63486,-0.00623875,65.0285
60.0,16.715588808059692,17.1546,203.469899494,2.84227,0.117076524482,49.57498788833618,1.0022,16.43482995033264,20,0.0,45.0979,900.0,0.0812996,0.007175,0.393239
50.0,17.69690752029419,17.2163,107.238052948,2.84586,0.267876697219,67.30930852890015,1.004,17.477333068847656,20,0.0,548.716,400.0,0.302999,-0.00961228,4.84368
15.0,16.85804295539856,17.1337,65.3834841531,2.84105,0.0634640911193,84.192209482193,1.00159,16.639063358306885,20,0.0,1.04834,300.0,0.0142287,0.0146336,0.00925255
105.0,16.963318347930908,17.2596,174.570902501,2.84837,0.20871407596,101.16625761985779,1.0053,16.772844552993774,20,0.0,0.29656,600.0,0.00232054,0.00247037,0.0022738
120.0,17.6272451877594,17.2809,276.767050062,2.8496,0.279587104098,118.8189480304718,1.00592,17.40947675704956,20,0.0,141.226,1100.0,0.0699701,-0.0224385,2.45362
