MinReturn,Time,StdReturn,MeanKL,MaxKL,MaxReturn,AverageReturn,Entropy,AveragePolicyStd,ItrTime,LossAfter,Perplexity,LossBefore,ExplainedVariance,TotalExecTime,NumTrajs
0.0,16.73645281791687,752.246635087,0.00239478,0.0215896,3300.0,225.0,2.849,1.00568,16.736458778381348,-0.0114887,17.2706,-0.00862455,0.175366946402,16.455185413360596,20
0.0,33.22299790382385,108.972473589,0.017069,4.2423,500.0,25.0,2.84038,1.00138,16.46851682662964,-0.0206183,17.1222,-0.0146268,0.0727528486553,16.291762351989746,20
0.0,49.34759879112244,250.748878362,1.11329,69.4901,1100.0,75.0,2.83307,0.997686,16.10360097885132,0.123603,16.9975,-0.0153905,0.160567788406,15.937189817428589,20
0.0,65.17855072021484,65.3834841531,0.104866,10.1815,300.0,15.0,2.82537,0.99387,15.803972959518433,-0.0324799,16.8672,-0.0261985,0.0840170633325,15.67720627784729,20
0.0,81.58102822303772,0.0,0.0,0.0,0.0,0.0,2.81227,0.987407,16.37797474861145,-0.0,16.6477,-0.0,1,16.23591637611389,20
0.0,98.12866592407227,390.99232729,11.0489,1326.48,1600.0,125.0,2.81227,0.987407,16.516534090042114,-2.9393,16.6477,0.00785534,0.188797751381,16.281450986862183,20
0.0,115.4949860572815,304.753999153,1.66382,177.461,1400.0,75.0,2.8162,0.989389,17.35107660293579,0.132569,16.7132,-0.00373651,0.287449276389,17.187148094177246,20
