ExplainedVariance,ItrTime,LossAfter,AverageReturn,Entropy,Perplexity,MaxKL,AveragePolicyStd,Time,TotalExecTime,NumTrajs,LossBefore,MinReturn,StdReturn,MaxReturn,MeanKL
1,5.788764953613281,-0.0,0.0,2.74043,15.4937,0.0,0.95435,5.788759231567383,5.719854116439819,20,-0.0,0.0,0.0,0.0,0.0
1,5.830315113067627,-0.0,0.0,2.74043,15.4937,0.0,0.95435,11.622497320175171,5.726613521575928,20,-0.0,0.0,0.0,0.0,0.0
1,5.886658668518066,-0.0,0.0,2.74043,15.4937,0.0,0.95435,17.512758255004883,5.84195876121521,20,-0.0,0.0,0.0,0.0,0.0
1,9.829002141952515,-0.0,0.0,2.74043,15.4937,0.0,0.95435,27.346651315689087,9.783307790756226,20,-0.0,0.0,0.0,0.0,0.0
1,5.708810567855835,-0.0,0.0,2.74043,15.4937,0.0,0.95435,33.059630393981934,5.655435085296631,20,-0.0,0.0,0.0,0.0,0.0
1,5.715540409088135,-0.0,0.0,2.74043,15.4937,0.0,0.95435,38.78703570365906,5.66149640083313,20,-0.0,0.0,0.0,0.0,0.0
1,5.644958734512329,-0.0,0.0,2.74043,15.4937,0.0,0.95435,44.43540978431702,5.604656934738159,20,-0.0,0.0,0.0,0.0,0.0
