MaxKL,ItrTime,LossBefore,StdReturn,NumTrajs,ExplainedVariance,LossAfter,Time,TotalExecTime,Entropy,MinReturn,MeanKL,AverageReturn,MaxReturn,Perplexity,AveragePolicyStd
1.8274,6.712561845779419,0.0277505,191.311264697,20,0.389896517879,-0.018457,6.712555170059204,6.651715517044067,2.73374,0.0,0.188614,180.0,500.0,15.3903,0.949513
0.0666342,6.470097064971924,-0.00494635,109.544511501,20,0.797575659401,-0.0113466,13.186907529830933,6.422816753387451,2.76149,200.0,0.00461282,400.0,700.0,15.8234,0.962787
0.488028,6.5656044483184814,-0.0160047,984.682690007,20,0.770396809436,-0.0307967,19.7566978931427,6.516845941543579,2.75902,200.0,0.0370431,620.0,4800.0,15.7843,0.961625
0.0717182,6.4137420654296875,-0.0299394,4730.1453466,20,0.739972211678,-0.0348459,26.176920175552368,6.377483129501343,2.75101,200.0,0.0130534,2165.0,19500.0,15.6585,0.957755
0.0838454,6.648515224456787,-0.000338376,3577.49563242,20,0.208573440893,-0.00194696,32.832993507385254,6.599148273468018,2.73604,200.0,0.00907943,1695.0,16500.0,15.4258,0.950631
0.177542,6.6625542640686035,-0.0215751,6456.24503872,20,0.279786675922,-0.025855,39.500237464904785,6.6286256313323975,2.73587,0.0,0.0221741,3430.0,20700.0,15.4232,0.950495
0.113585,6.425394296646118,-0.0086519,6660.40539307,20,0.762082407916,-0.0122208,45.935967683792114,6.368440628051758,2.72509,200.0,0.016739,4000.0,18600.0,15.2577,0.945293
