1Perplexity,0ExplainedVariance,ComputeUpdatedDistTime,dLoss,1ExplainedVariance,0Perplexity,LossBefore,LossAfter,1MinReturn,1PolicyExecTime,0StdReturn,0ProcessExecTime,0EnvExecTime,ItrTime,1StdReturn,0AveragePolicyStd,Time,0MinReturn,0PolicyExecTime,1MaxReturn,1Entropy,1ProcessExecTime,0MaxReturn,1AverageReturn,0AverageReturn,1AveragePolicyStd,MeanKL,1EnvExecTime,MeanKLBefore,0NumTrajs,1NumTrajs,0Entropy
7.30534,0.183974283351,0.0825812816619873,0.00623060017824,0.482507987521,7.28905,0.0,-0.00623060017824,0.0,47.59279656410217,133.511369232,0.8362798690795898,19.90337562561035,127.72412943840027,845.058260882,0.653831,5152.829949617386,0.0,21.933498859405518,2700.0,1.9886,1.3254776000976562,1900.0,571.5,17.0,0.654513,0.00905525870621,32.2024085521698,0.0,1400,1400,1.98637
7.0648,0.0647832224923,0.09246110916137695,0.00389916202403,0.53984866339,7.12314,-3.40514816344e-09,-0.00389916542917,0.0,47.64197278022766,140.073431908,0.6833622455596924,16.358362913131714,120.47948360443115,1143.81386517,0.646522,5275.710522651672,0.0,18.62639880180359,3000.0,1.95512,1.3215913772583008,1900.0,1007.35714286,16.9285714286,0.643883,0.00684778345749,31.951925039291382,0.0,1400,1400,1.96335
7.08666,0.0720727287012,0.07715630531311035,0.00430171968765,0.543913868301,7.06221,7.85803422332e-10,-0.00430171890184,0.0,48.054115533828735,152.409072926,0.8595929145812988,20.01536750793457,128.7121500968933,1202.15235333,0.643842,5406.267397642136,0.0,22.029935359954834,2900.0,1.95821,1.3409514427185059,1900.0,1093.92857143,21.2142857143,0.644903,0.00658953376114,32.408050298690796,7.45058237328e-09,1400,1400,1.95476
6.75624,0.0958181950374,0.07642936706542969,0.00343922153115,0.540321660974,6.75819,9.31322574615e-10,-0.00343922059983,0.0,47.78851342201233,156.783680429,0.7560710906982422,17.717355489730835,123.4294502735138,1059.52104842,0.629629,5532.211428165436,0.0,19.91328191757202,2900.0,1.91047,1.3202810287475586,2000.0,708.071428571,22.1428571429,0.629406,0.007733178325,31.983103036880493,0.0,1400,1400,1.91076
6.69026,0.0754911594097,0.0837547779083252,0.00300683375826,0.557829175978,6.67576,1.08411768451e-09,-0.00300683267415,0.0,48.289846420288086,163.434065842,0.8036184310913086,19.12219738960266,126.71144533157349,1155.26478765,0.625842,5660.7927124500275,0.0,20.983293771743774,2900.0,1.90065,1.3439922332763672,1800.0,1021.35714286,25.1428571429,0.626499,0.00363126560114,32.12882661819458,0.0,1400,1400,1.89848
6.64573,0.107293769427,0.08306884765625,-1.22236087918e-09,0.518671067469,6.60988,-2.32830643654e-09,-1.10594555736e-09,0.0,47.878984689712524,185.53199845,0.8647689819335938,20.27559757232666,129.09002017974854,1063.78026109,0.622712,5791.703505516052,0.0,22.247792959213257,2900.0,1.89397,1.3247880935668945,1800.0,775.357142857,29.1428571429,0.62438,0.0,31.915451526641846,0.0,1400,1400,1.88857
6.62981,0.0431517419724,0.08190488815307617,0.00412473315373,0.544901882939,6.60988,-1.86264514923e-09,-0.00412473501638,0.0,47.908886194229126,119.004030115,0.7569668292999268,17.704415798187256,123.8491382598877,1135.3682649,0.622712,5917.951987981796,0.0,19.94206428527832,3000.0,1.89158,1.332057237625122,1700.0,946.785714286,15.4285714286,0.623594,0.00804389081895,32.18494892120361,0.0,1400,1400,1.88857
6.60677,0.0771032913961,0.08017516136169434,0.00347182177939,0.529136114181,6.58343,2.56113708019e-09,-0.00347181921825,0.0,47.82740807533264,161.556902214,0.788372278213501,18.742096185684204,125.76790571212769,1118.1039983,0.621408,6045.907690525055,0.0,21.04761266708374,2900.0,1.88809,1.321472406387329,2200.0,953.857142857,23.2857142857,0.62254,0.00479324581102,32.12806153297424,0.0,1400,1400,1.88456
6.57252,0.0606659493469,0.08124947547912598,0.00358693656744,0.556428801293,6.56274,-3.43425199389e-09,-0.0035869400017,0.0,47.94630265235901,137.757476926,0.8196907043457031,19.071333408355713,126.5316424369812,1174.04602177,0.620383,6174.354295969009,0.0,21.187050580978394,3000.0,1.8829,1.3306903839111328,1600.0,851.285714286,19.8571428571,0.620803,0.00594588043168,32.19943714141846,1.49011665229e-08,1400,1400,1.88141
6.50431,0.0655091477141,0.08298182487487793,0.00315961486194,0.536695576877,6.50632,3.37604433298e-09,-0.0031596114859,0.0,47.955769300460815,136.495477237,0.8727848529815674,20.63157629966736,129.00645470619202,1111.15396672,0.617804,6305.844042539597,0.0,22.21171998977661,2900.0,1.87247,1.3291263580322266,1800.0,976.071428571,18.6428571429,0.617705,0.00742430659011,32.0206241607666,-7.45058326146e-09,1400,1400,1.87277
6.47733,0.0947516600728,0.0789022445678711,0.0045582348248,0.541708301351,6.4471,2.21189111471e-09,-0.00455823261291,0.0,43.88511085510254,153.372146448,0.8812320232391357,20.6865017414093,122.25525212287903,1143.8344036,0.614954,6430.281138658524,0.0,22.492192029953003,2900.0,1.86831,1.2019598484039307,1800.0,880.0,22.6428571429,0.61639,0.00830955430865,29.11309552192688,0.0,1400,1400,1.86363
