Entropy,Perplexity,NumTrajs,ItrTime,ExplainedVariance,LossBefore,MaxKL,LossAfter,MeanKL,AveragePolicyStd,Time,StdReturn,AverageReturn,TotalExecTime,MaxReturn,MinReturn
2.69307,14.777,20,5.089960813522339,0.127668142361,0.0137943,1.83715,-0.0208857,0.121749,0.930467,5.089958190917969,454.972526643,200.0,4.990965127944946,1500.0,0.0
2.70687,14.9823,20,5.114347696304321,0.573696689648,-0.00875629,1.63768,-0.101697,0.317258,0.936729,10.206964492797852,4155.94453765,13275.0,5.066826581954956,19900.0,4800.0
2.70249,14.9168,20,4.81071662902832,0.969577593524,-0.005748,0.51809,-0.0309827,0.0961417,0.934642,15.022027730941772,900.0,20100.0,4.756746292114258,21300.0,18300.0
2.69962,14.874,20,4.900800943374634,0.954946398553,0.00533973,0.269553,-0.00395712,0.0196486,0.93323,19.92949414253235,1182.53963993,20760.0,4.851107120513916,22500.0,18300.0
2.70229,14.9138,20,5.073674440383911,0.973989312083,-0.0144309,0.37334,-0.0309604,0.0423921,0.934528,25.01023244857788,932.52345815,21580.0,5.0375988483428955,23000.0,19600.0
2.69507,14.8066,20,5.060902118682861,0.984151132894,0.00221936,0.947838,-0.0256926,0.113846,0.931313,30.0814311504364,512.932744129,21970.0,5.021883010864258,23100.0,20600.0
2.69618,14.823,20,5.057426452636719,0.966870966702,0.00812264,0.648047,-0.0177072,0.0709469,0.931737,35.14419770240784,1027.55778426,20575.0,5.012927293777466,22600.0,18600.0
