0MinReturn,1AveragePolicyStd,1Entropy,0EnvExecTime,1EnvExecTime,1NumTrajs,LossAfter,0StdReturn,0AveragePolicyStd,1AverageReturn,0PolicyExecTime,0Perplexity,1ProcessExecTime,0Entropy,LossBefore,0AverageReturn,0ExplainedVariance,ItrTime,1Perplexity,MeanKL,Time,1StdReturn,0MaxReturn,dLoss,0NumTrajs,MeanKLBefore,0ProcessExecTime,1ExplainedVariance,1MaxReturn,ComputeUpdatedDistTime,1MinReturn,1PolicyExecTime
0.0,0.925104,2.68045,26.261854648590088,28.5977680683136,400,-0.00847014132887,739.264795253,0.920075,2060.75,4.573187351226807,14.437,0.3665740489959717,2.66979,-1.17288445622e-09,612.75,0.0919558545476,80.87770223617554,14.5916,0.00694927480072,2226.3971252441406,1592.25765424,3900.0,0.00847014015599,400,3.72528841108e-10,0.38446950912475586,0.274226601755,7200.0,0.41457271575927734,0.0,16.292699813842773
0.0,0.915191,2.65931,26.07945704460144,27.937848567962646,400,-0.00876613520086,970.73567463,0.914816,1770.75,4.649333238601685,14.2773,0.3875107765197754,2.65867,-2.64262789429e-09,908.5,0.123462746894,80.4315390586853,14.2865,0.00755481328815,2306.835776090622,1391.94807285,5300.0,0.00876613255823,400,4.56348114852e-09,0.4032726287841797,0.188995387614,7000.0,0.43946337699890137,0.0,15.857980251312256
0.0,0.914839,2.65842,25.797171354293823,27.757985591888428,400,-0.00931613706052,1100.39890494,0.913877,1589.5,4.485485553741455,14.2508,0.3736913204193115,2.65681,-8.7311435859e-11,1166.5,0.142238477764,79.06478071212769,14.2736,0.00711851520464,2386.8462374210358,1262.77066406,4800.0,0.00931613697321,400,-4.28408375441e-09,0.39337801933288574,0.190424665623,6200.0,0.5501697063446045,0.0,15.523316860198975
0.0,0.922537,2.67489,25.58761167526245,27.325830936431885,400,-0.0102616436779,898.765507516,0.920966,2477.5,4.283357620239258,14.4751,0.3591899871826172,2.67243,7.45057959772e-10,1030.75,0.159557586809,77.59674763679504,14.5107,0.00714977178723,2464.4508924484253,1632.20518012,4400.0,0.010261644423,400,-1.95577776196e-09,0.3811929225921631,0.295594570833,7000.0,0.37671399116516113,0.0,15.406780242919922
0.0,0.90863,2.64471,25.472877025604248,27.49335479736328,400,-0.00868315808475,1132.47447543,0.912476,2560.75,4.472524166107178,14.2055,0.38178539276123047,2.65363,-1.95577753992e-09,1268.75,0.156972510307,79.66725611686707,14.0794,0.00844279490411,2545.0207538604736,1836.74561045,5500.0,0.00868315612897,400,-4.65661464943e-09,0.38681840896606445,0.271578891791,6700.0,0.39684319496154785,0.0,15.750393867492676
0.0,0.906196,2.63907,25.426915645599365,27.501631498336792,400,-0.00954450666904,947.713003762,0.908892,2199.75,4.133112668991089,14.0934,0.3604419231414795,2.64571,2.96859037352e-10,982.25,0.138777317976,79.30719208717346,14.0002,0.0079597318545,2624.3478405475616,1509.19678555,4300.0,0.0095445069659,400,-4.0978203053e-09,0.3979830741882324,0.296260860682,6400.0,0.4154999256134033,0.0,15.761241674423218
0.0,0.902631,2.63193,25.614810466766357,27.29173493385315,400,-0.00803313776851,1092.95059358,0.904192,1830.0,4.664058446884155,13.9497,0.3552579879760742,2.63546,7.68341223978e-10,1053.0,0.132636791768,78.0754873752594,13.9006,0.00735930446535,2703.37464594841,1373.29894779,5600.0,0.00803313853685,400,-1.67638103399e-09,0.373748779296875,0.228950988954,6800.0,0.4107327461242676,0.0,15.532694101333618
0.0,0.912355,2.65338,25.559139728546143,27.36457872390747,400,-0.00820929091424,1146.27832571,0.909633,1542.25,4.356644630432129,14.1231,0.37077832221984863,2.64781,8.90577278589e-10,936.0,0.0891424941135,78.75250816345215,14.2019,0.00709962844849,2782.1360428333282,1251.83462866,5100.0,0.00820929180481,400,1.49011591954e-09,0.37732505798339844,0.203511539754,6200.0,0.4507720470428467,0.0,15.543388366699219
0.0,0.911065,2.6504,26.137789964675903,27.129334211349487,400,-0.00957454461604,1073.82234913,0.908718,2254.75,4.235745906829834,14.0908,0.3638772964477539,2.64552,1.71130531967e-09,920.75,0.0980828574019,78.80517792701721,14.1598,0.00937052257359,2861.891827106476,1715.19020447,5100.0,0.00957454632735,400,9.31320798259e-10,0.39655494689941406,0.265504588888,7100.0,0.49795031547546387,0.0,15.719062089920044
0.0,0.899709,2.6249,25.731867790222168,28.346058130264282,400,-0.00944523420185,1234.7793072,0.9036,2974.0,4.335567235946655,13.9325,0.3636786937713623,2.63423,-2.12457962334e-09,1409.75,0.165355039509,80.08475995063782,13.8032,0.00712245376781,2941.9834785461426,1632.75044021,6400.0,0.00944523207727,400,4.47034853579e-09,0.39344120025634766,0.357946415822,7000.0,0.4134838581085205,0.0,16.182477712631226
0.0,0.890332,2.60395,25.591516733169556,28.37646460533142,400,-0.00877660792321,1109.08509592,0.891967,1793.25,4.597233295440674,13.573,0.40801119804382324,2.60809,-3.28873261957e-10,955.5,0.111365647805,82.19087624549866,13.517,0.00724701490253,3025.165351629257,1619.43800051,5500.0,0.00877660759434,400,-3.53902573913e-09,0.3826463222503662,0.298945247492,7000.0,0.4301259517669678,0.0,17.553746700286865
0.0,0.88974,2.60305,25.820890188217163,26.0685932636261,400,-0.00884498283267,1212.15417749,0.887511,2576.75,4.405827522277832,13.4407,0.349597692489624,2.59829,3.556487993e-09,1113.5,0.108440142572,76.19820737838745,13.5049,0.00689598405734,3101.3725550174713,1921.63587537,5800.0,0.00884498638916,400,2.23517404585e-09,0.41523051261901855,0.325938501742,7900.0,0.4336721897125244,0.0,15.11817216873169
0.0,0.880601,2.58172,24.49747896194458,25.921192407608032,400,-0.009795403108,935.878063639,0.876311,2149.5,3.498727321624756,13.0976,0.3510744571685791,2.57243,1.51339929477e-09,663.5,0.070251985312,73.86452507972717,13.2199,0.0067463805899,3176.1448740959167,1644.04980156,5200.0,0.0097954046214,400,-3.91155552393e-09,0.37214136123657227,0.223983776776,7000.0,0.381664514541626,0.0,14.823011875152588
0.0,0.873318,2.56544,24.964797496795654,26.384731769561768,400,-0.00922116450965,1052.11026038,0.876691,2433.75,3.7765049934387207,13.1149,0.3430514335632324,2.57375,1.23691279441e-09,1042.0,0.138370730001,75.07580876350403,13.0063,0.00777110923082,3251.228237390518,1703.24277116,5300.0,0.00922116574657,400,-9.68575442073e-09,0.38376712799072266,0.343880444709,6900.0,0.38920021057128906,0.0,14.99700403213501
0.0,0.876773,2.57298,24.379621744155884,25.8601233959198,400,-0.0109434388578,983.685639572,0.873404,2192.0,3.659656286239624,13.013,0.3394320011138916,2.56595,4.65661065263e-10,574.75,0.0523637335263,73.79025864601135,13.1048,0.00993212684989,3325.9867429733276,1808.01991139,6300.0,0.0109434393235,400,-7.45057904261e-10,0.3690621852874756,0.24285362754,7600.0,0.3603029251098633,0.0,14.4471275806427
0.0,0.882686,2.58669,25.03689217567444,26.475669860839844,400,-0.00893117114902,1170.2767835,0.8764,2306.75,3.8126745223999023,13.1015,0.3474581241607666,2.57272,2.18860796153e-09,826.5,0.0718403788349,76.35053038597107,13.2858,0.00841132923961,3402.3419094085693,1730.88978202,5500.0,0.00893117333762,400,-6.7055223596e-09,0.3819315433502197,0.248932107651,7400.0,0.3535428047180176,0.0,15.091479778289795
0.0,0.882101,2.58572,24.81838345527649,26.840983390808105,400,-1.84227255673e-09,801.685373136,0.876045,2354.5,4.092859268188477,13.0941,0.35170793533325195,2.57217,-1.87137638719e-09,586.75,0.0762272517112,77.42358255386353,13.2728,-2.60770272043e-09,3480.7865154743195,1842.87268958,4700.0,-2.91038304567e-11,400,3.72529251891e-09,0.3943312168121338,0.219304191951,7600.0,0.3897359371185303,0.0,15.166532039642334
0.0,0.88005,2.58078,24.920005321502686,26.17148733139038,400,-0.00888865627348,1450.80977388,0.876045,2211.75,4.110391855239868,13.0941,0.34653711318969727,2.57217,-2.84053380817e-09,1201.0,0.0984757675808,75.65168809890747,13.2074,0.00726044084877,3556.44362282753,1845.32840912,6100.0,0.00888865343295,400,1.49011425421e-09,0.36985111236572266,0.274631718769,7300.0,0.42842531204223633,0.0,15.14400315284729
0.0,0.876584,2.57261,25.951457023620605,26.375020265579224,400,-0.0105715766549,1084.84373875,0.876372,1999.25,4.48081374168396,13.1033,0.3541829586029053,2.57287,-4.65661509352e-10,1206.25,0.143818995571,76.50335693359375,13.1,0.007720395457,3633.80282831192,1691.19024285,5700.0,0.0105715761892,400,4.84287632219e-09,0.4010140895843506,0.225507342204,7100.0,0.4368879795074463,0.0,14.757682800292969
0.0,0.877429,2.57482,25.1120765209198,27.297984838485718,400,-0.0097891362384,970.646176524,0.870669,2229.5,4.67012619972229,12.9313,0.35315370559692383,2.55965,-1.74040915013e-09,836.0,0.0943404830099,78.31536269187927,13.1289,0.00964676123112,3712.1326789855957,1756.48220885,4700.0,0.00978913449799,400,2.81025203108e-16,0.3808746337890625,0.258405435478,7300.0,0.4220142364501953,0.0,15.102513074874878
0.0,0.863711,2.54297,25.655408143997192,26.3446102142334,400,-0.00957304798067,1212.15404858,0.8607,1908.25,4.576990842819214,12.6358,0.34230804443359375,2.53653,5.02332131447e-09,797.25,0.05940161755,77.22936201095581,12.7174,0.00730711128563,3790.2755200862885,1553.32126024,5800.0,0.00957305300399,400,1.49011614159e-09,0.3944847583770752,0.249126024212,6200.0,0.37998151779174805,0.0,14.865347146987915
0.0,0.867396,2.55115,25.00911521911621,25.746437788009644,400,-0.00886065140367,1304.58805759,0.859251,2484.0,4.175477504730225,12.5867,0.3354823589324951,2.53264,3.08500625046e-09,940.0,0.0734839639232,75.39394974708557,12.8219,0.00690186908469,3865.68399477005,1722.74316136,6900.0,0.00886065448867,400,3.16649750864e-09,0.39661240577697754,0.265575255729,6600.0,0.42075467109680176,0.0,14.324692487716675
0.0,0.855365,2.52331,25.170833826065063,27.141533851623535,400,-0.00498316716403,1105.53335544,0.853928,1822.5,4.033834457397461,12.4312,0.3700227737426758,2.52021,2.7357593968e-10,814.0,0.0711115080293,77.54769563674927,12.4698,0.00956950057298,3944.163149833679,1712.21895504,4500.0,0.0049831674376,400,3.35276095775e-09,0.3777434825897217,0.166568055297,7500.0,0.42653775215148926,0.0,15.536717176437378
0.0,0.866079,2.54818,24.35676908493042,26.202240228652954,400,-0.00869804434478,1248.36603206,0.862323,2371.0,3.900925636291504,12.6773,0.34488916397094727,2.53981,-1.16415321827e-09,936.5,0.0874465651475,74.77053093910217,12.7838,0.00996310450137,4018.9412064552307,1769.77653957,6600.0,0.00869804318063,400,-2.98023228318e-09,0.3795967102050781,0.225250733724,7400.0,0.3947412967681885,0.0,15.408889055252075
0.0,0.863803,2.54247,24.855840921401978,26.02388334274292,400,-0.00993862189353,1423.3066913,0.860416,1757.75,3.9961397647857666,12.6132,0.3560445308685303,2.53475,-1.62981439455e-09,1178.25,0.107338166885,76.45109343528748,12.711,0.00767526542768,4096.209280014038,1641.79473062,6400.0,0.00993862026371,400,7.45057793239e-10,0.38568592071533203,0.175395252679,6800.0,1.26080322265625,0.0,14.752373695373535
0.0,0.869172,2.55412,24.680631399154663,26.016285181045532,400,-0.00868865195662,1106.32361337,0.86421,2448.5,3.755561351776123,12.7159,0.35385584831237793,2.54285,2.8638171834e-09,878.25,0.0836316718457,74.21889662742615,12.8599,0.0066810711287,4170.439338207245,1808.78350004,5600.0,0.00868865482044,400,-4.09781808486e-09,0.3782188892364502,0.232644440897,7700.0,0.3697986602783203,0.0,14.876755237579346
0.0,0.86447,2.54344,24.674448013305664,26.128872871398926,400,-0.00963242910802,901.65736286,0.85793,2503.25,3.8391287326812744,12.5382,0.3431220054626465,2.52878,-4.0745340435e-10,592.0,0.0569758680493,74.84675002098083,12.7234,0.00706915743649,4246.150169610977,1633.65064732,4200.0,0.00963242870057,400,-3.35276295615e-09,0.38290977478027344,0.293715969116,7200.0,0.40725159645080566,0.0,15.017423629760742
0.0,0.859101,2.53123,24.996556520462036,25.88361382484436,400,-0.00939529389143,1562.36997459,0.85931,2544.25,4.2150633335113525,12.5753,0.3637862205505371,2.53174,-1.53668233693e-09,1662.25,0.149860043139,74.19411635398865,12.569,0.00863218773156,4320.355860948563,1882.68875216,6400.0,0.00939529235475,400,4.84287721036e-09,0.37085485458374023,0.274816733819,7800.0,0.35741400718688965,0.0,14.278711795806885
0.0,0.852996,2.51647,24.428818702697754,25.85729432106018,400,-0.0100288186222,1263.74829377,0.852504,1986.0,3.797173261642456,12.3736,0.3445734977722168,2.51556,-1.08266262622e-09,734.5,0.0519512294509,73.77056884765625,12.3848,0.00996039621532,4394.92197561264,1832.58123967,6300.0,0.0100288175396,400,3.72529074255e-09,0.37868165969848633,0.219769304235,6200.0,0.3802378177642822,0.0,14.810131549835205
0.0,0.859462,2.53232,24.502673864364624,25.489437103271484,400,-0.00976554863155,1334.27581013,0.854915,2034.0,3.9979982376098633,12.4534,0.3471639156341553,2.52199,-1.49593692989e-09,994.25,0.0825250331022,73.23224949836731,12.5827,0.00793873146176,4468.169125080109,2158.4123795,4900.0,0.00976554713561,400,2.6077016102e-09,0.39510202407836914,0.240898892962,8100.0,0.4232370853424072,0.0,14.490959882736206
0.0,0.864566,2.54489,23.55026602745056,24.725960731506348,400,-0.00499479612336,880.438491605,0.856934,1938.0,3.530008554458618,12.5231,0.3298490047454834,2.52757,-1.41735645443e-09,498.25,0.0532550568176,69.44836020469666,12.7418,0.00570900179446,4538.492244243622,1706.67981766,5800.0,0.004994794706,400,3.16649662047e-09,0.3590819835662842,0.227400937553,7000.0,0.37169957160949707,0.0,13.211069583892822
0.0,0.850063,2.51043,23.45246458053589,25.323579788208008,400,-0.00959146115929,1023.17532711,0.84344,2359.0,3.3389883041381836,12.1203,0.3489260673522949,2.49488,8.2654882938e-10,753.5,0.0715998248427,70.83484077453613,12.3103,0.00751797668636,4609.33740067482,1825.60099693,4900.0,0.00959146198584,400,2.98023206113e-09,0.3590714931488037,0.233853554154,6800.0,0.34595465660095215,0.0,13.874030351638794
