AveragePolicyStd,AverageReturn,MinReturn,Entropy,Time,TotalExecTime,NumTrajs,ExplainedVariance,MeanKL,ItrTime,Perplexity,LossBefore,MaxReturn,MaxKL,StdReturn,LossAfter
0.949513,1620.0,0.0,2.73374,12.386528253555298,12.256117582321167,20,0.300237136733,0.131289,12.386535167694092,15.3903,0.00452845,7500.0,2.2415,2192.62399877,-0.00539679
0.951549,11790.0,1000.0,2.73827,24.52509069442749,12.039785861968994,20,0.72618230109,0.112296,12.124417304992676,15.4602,-0.00502333,22600.0,0.357192,7915.73748933,-0.0348191
0.95035,15425.0,4200.0,2.73576,36.645395278930664,12.055155754089355,20,0.655149204408,0.0658218,12.106831312179565,15.4214,-0.0274848,22600.0,0.953673,5105.67086679,-0.0584183
0.943895,18885.0,5100.0,2.72201,48.9180212020874,12.163235664367676,20,0.875531686627,0.138133,12.257751941680908,15.2109,0.0176778,22400.0,0.632305,4134.4014077,-0.00788455
0.948048,16160.0,0.0,2.73085,61.09026551246643,12.089925050735474,20,0.824026478387,0.0547073,12.168230533599854,15.346,0.0117684,22300.0,0.136049,6774.76198844,-7.94232e-06
0.950799,14945.0,0.0,2.73674,73.77488088607788,12.578084230422974,20,0.668130523114,0.0759163,12.673702716827393,15.4365,0.0248032,22800.0,0.461936,9287.92091913,-0.0136381
0.956788,20730.0,16700.0,2.74914,85.82200288772583,11.895267248153687,20,0.930998648706,0.116083,12.02266526222229,15.6291,-0.00148006,22800.0,0.48442,1857.71364855,-0.0255655
