AveragePolicyStd,ExplainedVariance,StdReturn,Time,MeanKL,LossAfter,ItrTime,MaxKL,MinReturn,TotalExecTime,AverageReturn,Perplexity,MaxReturn,LossBefore,Entropy,NumTrajs
0.930467,0.235202920287,92.0597631976,12.050737857818604,0.291805,-0.0586673,12.050744771957397,1.841,0.0,11.846354246139526,45.0,14.777,300.0,0.0114688,2.69307,20
0.935649,0.858012798503,87.1779788708,23.602234363555908,0.0462825,-0.0186399,11.546281814575195,0.927168,200.0,11.491361141204834,320.0,14.9475,500.0,0.00398107,2.70454,20
0.936633,0.88166990317,99.3730345718,35.53861951828003,0.016478,0.00285875,11.926899909973145,0.127946,300.0,11.88258981704712,475.0,14.9773,600.0,0.0115102,2.70653,20
0.939325,0.889835821434,99.4987437107,47.25220465660095,0.0141416,-0.00200617,11.707065343856812,0.200695,300.0,11.59505581855774,510.0,15.0637,700.0,0.00665653,2.71229,20
0.940848,0.881082796513,135.185058346,58.92162847518921,0.021038,-0.0166122,11.665695905685425,0.515705,400.0,11.5355064868927,615.0,15.1139,900.0,-0.00702313,2.71562,20
0.939141,0.893043044842,135.922772191,70.57716727256775,0.00817946,-0.00939042,11.642376899719238,0.061188,500.0,11.558241844177246,745.0,15.0609,1000.0,-0.00473531,2.7121,20
0.938051,0.870605858019,180.0,82.5303955078125,0.0300627,-0.00954246,11.950218200683594,0.394091,600.0,11.907654523849487,760.0,15.0253,1300.0,0.000914114,2.70974,20
