LossBefore,MinReturn,MaxReturn,Time,ExplainedVariance,Entropy,MeanKL,TotalExecTime,AveragePolicyStd,AverageReturn,NumTrajs,LossAfter,MaxKL,ItrTime,Perplexity,StdReturn
0.041999,100.0,500.0,12.299228429794312,0.811574797161,2.64941,0.0483006,12.214946269989014,0.917354,270.0,20,0.0245377,0.742115,12.299235343933105,14.1457,100.498756211
0.00293865,300.0,800.0,24.251318216323853,0.799620615836,2.69141,0.0583365,11.741789102554321,0.935646,435.0,20,-0.0305461,0.577796,11.947804927825928,14.7525,155.804364509
0.0150142,500.0,3300.0,36.147459745407104,0.411055531605,2.69288,0.0465681,11.67893099784851,0.935965,1285.0,20,-0.00260869,0.172087,11.890477418899536,14.7742,777.351271949
0.0178518,1800.0,7600.0,48.98283338546753,0.345515395657,2.70039,0.202678,12.782637596130371,0.940035,4250.0,20,-0.0415526,0.768697,12.828143835067749,14.8855,1536.71728044
-0.0131095,15000.0,22700.0,61.52214527130127,0.900704579232,2.70932,0.0829276,12.486931324005127,0.943782,19965.0,20,-0.041439,0.179166,12.52964997291565,15.019,1699.19834039
-0.0278333,14700.0,21900.0,73.44261169433594,0.865395986383,2.70276,0.191749,11.841201782226562,0.940926,19160.0,20,-0.0826647,0.66266,11.91396975517273,14.9209,2142.28849598
-0.030743,12300.0,21900.0,85.18116164207458,0.77458585847,2.68884,0.263967,11.684610605239868,0.935054,16560.0,20,-0.100928,0.630898,11.726358652114868,14.7147,2459.55280488
