Entropy,AverageReturn,AveragePolicyStd,LossBefore,LossAfter,TotalExecTime,StdReturn,MeanKL,NumTrajs,MaxReturn,MinReturn,ExplainedVariance,ItrTime,MaxKL,Perplexity,Time
1.73658,0.0,0.58088,-0.0,-0.0,5.913355112075806,0.0,0.0,40,0.0,0.0,1,5.997833728790283,0.0,5.67789,5.997828722000122
1.73658,0.0,0.58088,-0.0,-0.0,5.818082094192505,0.0,0.0,40,0.0,0.0,1,5.893287420272827,0.0,5.67789,11.897743701934814
1.73658,0.0,0.58088,-0.0,-0.0,5.987687110900879,0.0,0.0,40,0.0,0.0,1,6.071947813034058,0.0,5.67789,17.97942304611206
1.73658,0.0,0.58088,-0.0,-0.0,6.158635139465332,0.0,0.0,40,0.0,0.0,1,6.205731391906738,0.0,5.67789,24.197263956069946
1.73658,0.0,0.58088,-0.0,-0.0,5.888946771621704,0.0,0.0,40,0.0,0.0,1,5.953791618347168,0.0,5.67789,30.169139623641968
1.73658,0.0,0.58088,-0.0,-0.0,6.002668857574463,0.0,0.0,40,0.0,0.0,1,6.095815658569336,0.0,5.67789,36.28019952774048
1.73658,0.0,0.58088,-0.0,-0.0,5.9433815479278564,0.0,0.0,40,0.0,0.0,1,6.013596057891846,0.0,5.67789,42.29807424545288
