AverageReturn,NumTrajs,MaxKL,TotalExecTime,ExplainedVariance,LossAfter,MaxReturn,ItrTime,Entropy,Perplexity,StdReturn,MeanKL,MinReturn,AveragePolicyStd,LossBefore,Time
6070.0,40,4.52187,7.367419242858887,0.927228503018,-0.209704,7200.0,7.443342447280884,1.73658,5.67789,608.35844697,1.70876,4700.0,0.58088,-0.0513879,7.443336486816406
6580.0,40,0.789778,5.789768695831299,0.939937528273,-0.0921447,7500.0,5.841032028198242,1.68519,5.39348,520.672641878,0.323795,4800.0,0.566126,-0.0268795,13.290493488311768
7530.0,40,0.188452,6.194040298461914,0.989626715012,-0.0429352,8300.0,6.2841575145721436,1.67175,5.32148,349.428104193,0.0288401,6900.0,0.561853,-0.0301272,19.57883334159851
7685.0,40,0.0694742,6.1072893142700195,0.992601162908,-0.0644414,8200.0,6.207146167755127,1.65669,5.24192,231.894372506,0.0268981,7200.0,0.556958,-0.0556048,25.790898323059082
7612.5,40,0.158201,5.92118501663208,0.991541925266,-0.0556398,8200.0,5.96420955657959,1.62889,5.09819,284.769643747,0.0242777,7000.0,0.549359,-0.036686,31.757553339004517
7780.0,40,0.447599,6.242677688598633,0.994351328794,-0.0383503,8300.0,6.335143089294434,1.61054,5.00553,237.907545067,0.158517,7400.0,0.543638,-0.00862934,38.09744453430176
7822.5,40,0.267148,6.082103252410889,0.991191429102,-0.0656326,8300.0,6.1409759521484375,1.60623,4.98397,313.438590477,0.0868903,7200.0,0.542633,-0.0407694,44.24262237548828
