Entropy,MeanKL,AveragePolicyStd,LossAfter,Perplexity,TotalExecTime,Time,MaxKL,LossBefore,StdReturn,ItrTime,ExplainedVariance,AverageReturn,NumTrajs,MaxReturn,MinReturn
2.56857,0.203106,0.87453,-0.0588078,13.0471,11.854955434799194,11.945069551467896,0.903873,-0.0234969,502.468904511,11.945075035095215,0.985882598843,20855.0,20,21700.0,19600.0
2.54507,0.603498,0.864093,-0.150132,12.7442,11.877350807189941,23.927723169326782,1.64221,0.00613243,2125.32350479,11.97687578201294,0.733860704979,14600.0,20,18900.0,10700.0
2.54814,0.014653,0.865479,-0.0140514,12.7833,11.798523664474487,35.81846833229065,0.0416222,-0.00897445,502.468904511,11.887890815734863,0.987673015545,20855.0,20,21500.0,19700.0
2.54365,0.00307099,0.863547,-0.0230167,12.7261,11.48857307434082,47.380152463912964,0.0081116,-0.0199449,478.957200593,11.53955078125,0.987962728047,20960.0,20,21500.0,19700.0
2.53368,0.017324,0.859187,-0.0341073,12.5998,11.40215253829956,58.93201923370361,0.101402,-0.026992,214.709105536,11.54568099975586,0.992663938576,21170.0,20,21700.0,20800.0
2.52018,0.0216193,0.853464,-0.0115413,12.4309,11.386820316314697,70.4043390750885,0.0546839,-0.00540087,228.25424421,11.439744472503662,0.993224052854,21170.0,20,21600.0,20600.0
2.51748,0.0313672,0.852256,-0.00131134,12.3974,11.640411138534546,82.128746509552,0.16223,0.00669622,210.416254125,11.70318603515625,0.993755269989,21285.0,20,21600.0,20800.0
