LossAfter,Entropy,LossBefore,Time,MeanKL,Perplexity,MinReturn,AveragePolicyStd,StdReturn,TotalExecTime,AverageReturn,MaxReturn,ItrTime,ExplainedVariance,NumTrajs,MaxKL
-0.0,2.83788,-0.0,16.543205738067627,0.0,17.0795,0.0,1.0,0.0,16.226474285125732,0.0,0.0,16.543211698532104,1,20,0.0
0.508278,2.83788,-0.0206963,33.32631826400757,4.57952,17.0795,0.0,1.0,130.766968306,16.503116607666016,30.0,600.0,16.778640031814575,0.123934133058,20,348.81
-0.0,2.82753,-0.0,49.75281810760498,0.0,16.9036,0.0,0.994839,0.0,16.3858323097229,0.0,0.0,16.422034978866577,1,20,0.0
17.6564,2.82753,-0.012697,65.92422723770142,57.2373,16.9036,0.0,0.994839,255.489725821,15.936776161193848,85.0,900.0,16.164122581481934,0.238153510352,20,5848.4
-0.0,2.82118,-0.0,83.1413185596466,0.0,16.7967,0.0,0.991688,0.0,17.020009756088257,0.0,0.0,17.198249578475952,1,20,0.0
0.00086382,2.82118,0.0190841,100.69826316833496,0.0299891,16.7967,0.0,0.991688,283.019433962,17.481860876083374,130.0,1000.0,17.52717638015747,0.128225542939,20,6.32475
0.0177433,2.83072,-0.00073025,117.24462652206421,0.0525825,16.9577,0.0,0.996429,21.7944947177,16.407881021499634,5.0,100.0,16.538742065429688,0.0740904300365,20,10.7206
