MaxReturn,ItrTime,Entropy,NumTrajs,StdReturn,LossAfter,Perplexity,Time,MinReturn,MeanKL,AverageReturn,ExplainedVariance,MaxKL,AveragePolicyStd,LossBefore,TotalExecTime
22800.0,5.187412977218628,2.72206,20,1769.63273026,-0.106118,15.2117,5.187409162521362,15400.0,0.487717,20680.0,0.912266156556,1.19848,0.947542,-0.0400662,5.127572536468506
22800.0,4.699979066848755,2.682,20,2645.8410761,-0.0803848,14.6142,9.895022869110107,12800.0,0.121562,19105.0,0.806527434723,0.603119,0.928437,-0.0371524,4.609751462936401
23000.0,4.754056930541992,2.66342,20,326.30507198,-0.0610458,14.3453,14.653156995773315,21900.0,0.0584804,22545.0,0.995068811287,0.689545,0.919813,-0.0429488,4.713960886001587
23100.0,9.353264331817627,2.64194,20,511.346262331,-0.0310471,14.0405,24.019521474838257,21300.0,0.0463697,22255.0,0.989740287651,1.03327,0.910308,-0.0103336,9.318094253540039
23100.0,4.676990509033203,2.63678,20,505.865594798,-0.0375854,13.9681,28.70433282852173,20800.0,0.00390425,22410.0,0.989881082202,0.0466859,0.908121,-0.0324862,4.642035007476807
22800.0,4.630906820297241,2.62053,20,180.554700853,-0.0154236,13.7431,33.34243369102478,22100.0,0.0232917,22520.0,0.995805194694,0.248365,0.901206,-0.00702557,4.595515012741089
22900.0,4.700815916061401,2.61702,20,824.30273565,-0.01895,13.6949,38.046868085861206,19700.0,0.0434738,22045.0,0.977594484901,0.313565,0.899789,-0.00119605,4.665505409240723
